scenario_id,sample,target_variable,target_end_date,horizon,location,value,origin_date
C-2022-05-22,1,inc infection,2022-12-17,30,AT,37312.0,2022-05-22
C-2022-05-22,1,inc case,2022-12-17,30,AT,14695.0,2022-05-22
C-2022-05-22,1,inc infection,2022-12-24,31,AT,39945.0,2022-05-22
C-2022-05-22,1,inc case,2022-12-24,31,AT,13216.0,2022-05-22
C-2022-05-22,1,inc infection,2022-12-31,32,AT,47589.0,2022-05-22
C-2022-05-22,1,inc case,2022-12-31,32,AT,13897.0,2022-05-22
C-2022-05-22,1,inc infection,2023-01-07,33,AT,64464.0,2022-05-22
C-2022-05-22,1,inc case,2023-01-07,33,AT,17205.0,2022-05-22
C-2022-05-22,1,inc infection,2023-01-14,34,AT,99203.0,2022-05-22
C-2022-05-22,1,inc case,2023-01-14,34,AT,23707.0,2022-05-22
C-2022-05-22,1,inc infection,2023-01-21,35,AT,162524.0,2022-05-22
C-2022-05-22,1,inc case,2023-01-21,35,AT,36552.0,2022-05-22
C-2022-05-22,1,inc infection,2023-01-28,36,AT,273276.0,2022-05-22
C-2022-05-22,1,inc case,2023-01-28,36,AT,60519.0,2022-05-22
C-2022-05-22,1,inc infection,2023-02-04,37,AT,424268.0,2022-05-22
C-2022-05-22,1,inc case,2023-02-04,37,AT,102116.0,2022-05-22
C-2022-05-22,1,inc infection,2023-02-11,38,AT,543086.0,2022-05-22
C-2022-05-22,1,inc case,2023-02-11,38,AT,156170.0,2022-05-22
C-2022-05-22,1,inc infection,2023-02-18,39,AT,585344.0,2022-05-22
C-2022-05-22,1,inc case,2023-02-18,39,AT,194949.0,2022-05-22
C-2022-05-22,1,inc infection,2023-02-25,40,AT,501866.0,2022-05-22
C-2022-05-22,1,inc case,2023-02-25,40,AT,206183.0,2022-05-22
C-2022-05-22,1,inc infection,2023-03-04,41,AT,352941.0,2022-05-22
C-2022-05-22,1,inc case,2023-03-04,41,AT,168805.0,2022-05-22
C-2022-05-22,1,inc infection,2023-03-11,42,AT,228127.0,2022-05-22
C-2022-05-22,1,inc case,2023-03-11,42,AT,116157.0,2022-05-22
C-2022-05-22,1,inc infection,2023-03-18,43,AT,149888.0,2022-05-22
C-2022-05-22,1,inc case,2023-03-18,43,AT,74624.0,2022-05-22
C-2022-05-22,1,inc infection,2023-03-25,44,AT,89775.0,2022-05-22
C-2022-05-22,1,inc case,2023-03-25,44,AT,48818.0,2022-05-22
C-2022-05-22,1,inc hosp,2022-05-28,1,AT,37.35398885210022,2022-05-22
C-2022-05-22,1,inc icu,2022-05-28,1,AT,4.361897031963432,2022-05-22
C-2022-05-22,1,inc hosp,2022-06-04,2,AT,37.190479047043596,2022-05-22
C-2022-05-22,1,inc icu,2022-06-04,2,AT,3.5297180651936233,2022-05-22
C-2022-05-22,1,inc hosp,2022-06-11,3,AT,12.52906412219308,2022-05-22
C-2022-05-22,1,inc icu,2022-06-11,3,AT,2.412527587680343,2022-05-22
C-2022-05-22,1,inc hosp,2022-06-18,4,AT,4.012715665890106,2022-05-22
C-2022-05-22,1,inc icu,2022-06-18,4,AT,0.9677326627594317,2022-05-22
C-2022-05-22,1,inc hosp,2022-06-25,5,AT,2.0940582287696827,2022-05-22
C-2022-05-22,1,inc icu,2022-06-25,5,AT,0.37176905007719685,2022-05-22
C-2022-05-22,1,inc hosp,2022-07-02,6,AT,1.37862711595483,2022-05-22
C-2022-05-22,1,inc icu,2022-07-02,6,AT,0.18271204478875847,2022-05-22
C-2022-05-22,1,inc hosp,2022-07-09,7,AT,1.0090766056148854,2022-05-22
C-2022-05-22,1,inc icu,2022-07-09,7,AT,0.11639609974172638,2022-05-22
C-2022-05-22,1,inc hosp,2022-07-16,8,AT,0.9287808746066291,2022-05-22
C-2022-05-22,1,inc icu,2022-07-16,8,AT,0.09220791588592386,2022-05-22
C-2022-05-22,1,inc hosp,2022-07-23,9,AT,1.3875486758010842,2022-05-22
C-2022-05-22,1,inc icu,2022-07-23,9,AT,0.09817469549429722,2022-05-22
C-2022-05-22,1,inc hosp,2022-07-30,10,AT,2.4453500759740394,2022-05-22
C-2022-05-22,1,inc icu,2022-07-30,10,AT,0.16427694275940435,2022-05-22
C-2022-05-22,1,inc hosp,2022-08-06,11,AT,3.478693576313515,2022-05-22
C-2022-05-22,1,inc icu,2022-08-06,11,AT,0.25072172203924376,2022-05-22
C-2022-05-22,1,inc hosp,2022-08-13,12,AT,4.0172173700881295,2022-05-22
C-2022-05-22,1,inc icu,2022-08-13,12,AT,0.32896621476241783,2022-05-22
C-2022-05-22,1,inc hosp,2022-08-20,13,AT,4.517069754957618,2022-05-22
C-2022-05-22,1,inc icu,2022-08-20,13,AT,0.37837241678794153,2022-05-22
C-2022-05-22,1,inc hosp,2022-08-27,14,AT,4.369926778838382,2022-05-22
C-2022-05-22,1,inc icu,2022-08-27,14,AT,0.3941337474966611,2022-05-22
C-2022-05-22,1,inc hosp,2022-09-03,15,AT,4.236698325431425,2022-05-22
C-2022-05-22,1,inc icu,2022-09-03,15,AT,0.39242733706410166,2022-05-22
C-2022-05-22,1,inc hosp,2022-09-10,16,AT,5.118378465600127,2022-05-22
C-2022-05-22,1,inc icu,2022-09-10,16,AT,0.4091388585296405,2022-05-22
C-2022-05-22,1,inc hosp,2022-09-17,17,AT,5.818026034274251,2022-05-22
C-2022-05-22,1,inc icu,2022-09-17,17,AT,0.49062165776150823,2022-05-22
C-2022-05-22,1,inc hosp,2022-09-24,18,AT,6.280090760465358,2022-05-22
C-2022-05-22,1,inc icu,2022-09-24,18,AT,0.529417797531745,2022-05-22
C-2022-05-22,1,inc hosp,2022-10-01,19,AT,8.13424593551336,2022-05-22
C-2022-05-22,1,inc icu,2022-10-01,19,AT,0.6267486000019167,2022-05-22
C-2022-05-22,1,inc hosp,2022-10-08,20,AT,12.302560739465946,2022-05-22
C-2022-05-22,1,inc icu,2022-10-08,20,AT,0.8700221784946817,2022-05-22
C-2022-05-22,1,inc hosp,2022-10-15,21,AT,23.3964302991217,2022-05-22
C-2022-05-22,1,inc icu,2022-10-15,21,AT,1.4510755879094726,2022-05-22
C-2022-05-22,1,inc hosp,2022-10-22,22,AT,61.264670799413146,2022-05-22
C-2022-05-22,1,inc icu,2022-10-22,22,AT,3.3272437421829375,2022-05-22
C-2022-05-22,1,inc hosp,2022-10-29,23,AT,198.93457293933392,2022-05-22
C-2022-05-22,1,inc icu,2022-10-29,23,AT,9.91202094094153,2022-05-22
C-2022-05-22,1,inc hosp,2022-11-05,24,AT,620.6771091045807,2022-05-22
C-2022-05-22,1,inc icu,2022-11-05,24,AT,31.709346841165114,2022-05-22
C-2022-05-22,1,inc hosp,2022-11-12,25,AT,1511.3308875094317,2022-05-22
C-2022-05-22,1,inc icu,2022-11-12,25,AT,86.63785383120089,2022-05-22
C-2022-05-22,1,inc hosp,2022-11-19,26,AT,1771.8296755630195,2022-05-22
C-2022-05-22,1,inc icu,2022-11-19,26,AT,144.83919227871152,2022-05-22
C-2022-05-22,1,inc hosp,2022-11-26,27,AT,932.003707461348,2022-05-22
C-2022-05-22,1,inc icu,2022-11-26,27,AT,124.0506666749092,2022-05-22
C-2022-05-22,1,inc hosp,2022-12-03,28,AT,344.7574818666822,2022-05-22
C-2022-05-22,1,inc icu,2022-12-03,28,AT,65.6192790823025,2022-05-22
C-2022-05-22,1,inc hosp,2022-12-10,29,AT,130.975333758024,2022-05-22
C-2022-05-22,1,inc icu,2022-12-10,29,AT,27.30140164170354,2022-05-22
C-2022-05-22,1,inc hosp,2022-12-17,30,AT,66.32970718901659,2022-05-22
C-2022-05-22,1,inc icu,2022-12-17,30,AT,11.334657355528527,2022-05-22
C-2022-05-22,1,inc hosp,2022-12-24,31,AT,46.48538972023825,2022-05-22
C-2022-05-22,1,inc icu,2022-12-24,31,AT,5.866266242402129,2022-05-22
C-2022-05-22,1,inc hosp,2022-12-31,32,AT,46.3872778027859,2022-05-22
C-2022-05-22,1,inc icu,2022-12-31,32,AT,4.388884460497165,2022-05-22
C-2022-05-22,1,inc hosp,2023-01-07,33,AT,52.91643726759363,2022-05-22
C-2022-05-22,1,inc icu,2023-01-07,33,AT,4.43155459964276,2022-05-22
C-2022-05-22,1,inc hosp,2023-01-14,34,AT,68.63479198645788,2022-05-22
C-2022-05-22,1,inc icu,2023-01-14,34,AT,5.295859807113464,2022-05-22
C-2022-05-22,1,inc hosp,2023-01-21,35,AT,103.06762067821572,2022-05-22
C-2022-05-22,1,inc icu,2023-01-21,35,AT,7.311937155086668,2022-05-22
C-2022-05-22,1,inc hosp,2023-01-28,36,AT,169.01324824937825,2022-05-22
C-2022-05-22,1,inc icu,2023-01-28,36,AT,11.40026867593312,2022-05-22
C-2022-05-22,1,inc hosp,2023-02-04,37,AT,298.24339781186615,2022-05-22
C-2022-05-22,1,inc icu,2023-02-04,37,AT,19.468850770342307,2022-05-22
C-2022-05-22,1,inc hosp,2023-02-11,38,AT,510.3984723549404,2022-05-22
C-2022-05-22,1,inc icu,2023-02-11,38,AT,33.796321910831395,2022-05-22
C-2022-05-22,1,inc hosp,2023-02-18,39,AT,746.67639434604,2022-05-22
C-2022-05-22,1,inc icu,2023-02-18,39,AT,53.664125934076836,2022-05-22
C-2022-05-22,1,inc hosp,2023-02-25,40,AT,900.9751811569708,2022-05-22
C-2022-05-22,1,inc icu,2023-02-25,40,AT,71.55646136274893,2022-05-22
C-2022-05-22,1,inc hosp,2023-03-04,41,AT,910.2765676050016,2022-05-22
C-2022-05-22,1,inc icu,2023-03-04,41,AT,80.9250728510685,2022-05-22
C-2022-05-22,1,inc hosp,2023-03-11,42,AT,725.1630121325485,2022-05-22
C-2022-05-22,1,inc icu,2023-03-11,42,AT,74.98016270821564,2022-05-22
C-2022-05-22,1,inc hosp,2023-03-18,43,AT,491.55230642267395,2022-05-22
C-2022-05-22,1,inc icu,2023-03-18,43,AT,57.493899372774855,2022-05-22
C-2022-05-22,1,inc hosp,2023-03-25,44,AT,322.77915228650295,2022-05-22
C-2022-05-22,1,inc icu,2023-03-25,44,AT,39.4320392870642,2022-05-22
C-2022-05-22,2,inc infection,2022-05-28,1,AT,44375.0,2022-05-22
C-2022-05-22,2,inc case,2022-05-28,1,AT,23840.0,2022-05-22
C-2022-05-22,2,inc infection,2022-06-04,2,AT,7312.0,2022-05-22
C-2022-05-22,2,inc case,2022-06-04,2,AT,13738.0,2022-05-22
C-2022-05-22,2,inc infection,2022-06-11,3,AT,3640.0,2022-05-22
C-2022-05-22,2,inc case,2022-06-11,3,AT,2215.0,2022-05-22
C-2022-05-22,2,inc infection,2022-06-18,4,AT,2085.0,2022-05-22
C-2022-05-22,2,inc case,2022-06-18,4,AT,1171.0,2022-05-22
C-2022-05-22,2,inc infection,2022-06-25,5,AT,1227.0,2022-05-22
C-2022-05-22,2,inc case,2022-06-25,5,AT,676.0,2022-05-22
C-2022-05-22,2,inc infection,2022-07-02,6,AT,1120.0,2022-05-22
C-2022-05-22,2,inc case,2022-07-02,6,AT,387.0,2022-05-22
C-2022-05-22,2,inc infection,2022-07-09,7,AT,1559.0,2022-05-22
C-2022-05-22,2,inc case,2022-07-09,7,AT,404.0,2022-05-22
C-2022-05-22,2,inc infection,2022-07-16,8,AT,2488.0,2022-05-22
C-2022-05-22,2,inc case,2022-07-16,8,AT,607.0,2022-05-22
C-2022-05-22,2,inc infection,2022-07-23,9,AT,3909.0,2022-05-22
C-2022-05-22,2,inc case,2022-07-23,9,AT,842.0,2022-05-22
C-2022-05-22,2,inc infection,2022-07-30,10,AT,4791.0,2022-05-22
C-2022-05-22,2,inc case,2022-07-30,10,AT,1498.0,2022-05-22
C-2022-05-22,2,inc infection,2022-08-06,11,AT,5337.0,2022-05-22
C-2022-05-22,2,inc case,2022-08-06,11,AT,1712.0,2022-05-22
C-2022-05-22,2,inc infection,2022-08-13,12,AT,5631.0,2022-05-22
C-2022-05-22,2,inc case,2022-08-13,12,AT,1841.0,2022-05-22
C-2022-05-22,2,inc infection,2022-08-20,13,AT,6052.0,2022-05-22
C-2022-05-22,2,inc case,2022-08-20,13,AT,2055.0,2022-05-22
C-2022-05-22,2,inc infection,2022-08-27,14,AT,6094.0,2022-05-22
C-2022-05-22,2,inc case,2022-08-27,14,AT,2093.0,2022-05-22
C-2022-05-22,2,inc infection,2022-09-03,15,AT,6093.0,2022-05-22
C-2022-05-22,2,inc case,2022-09-03,15,AT,2176.0,2022-05-22
C-2022-05-22,2,inc infection,2022-09-10,16,AT,6347.0,2022-05-22
C-2022-05-22,2,inc case,2022-09-10,16,AT,2177.0,2022-05-22
C-2022-05-22,2,inc infection,2022-09-17,17,AT,8250.0,2022-05-22
C-2022-05-22,2,inc case,2022-09-17,17,AT,2159.0,2022-05-22
C-2022-05-22,2,inc infection,2022-09-24,18,AT,11259.0,2022-05-22
C-2022-05-22,2,inc case,2022-09-24,18,AT,3031.0,2022-05-22
C-2022-05-22,2,inc infection,2022-10-01,19,AT,17545.0,2022-05-22
C-2022-05-22,2,inc case,2022-10-01,19,AT,4170.0,2022-05-22
C-2022-05-22,2,inc infection,2022-10-08,20,AT,38055.0,2022-05-22
C-2022-05-22,2,inc case,2022-10-08,20,AT,6378.0,2022-05-22
C-2022-05-22,2,inc infection,2022-10-15,21,AT,109180.0,2022-05-22
C-2022-05-22,2,inc case,2022-10-15,21,AT,14791.0,2022-05-22
C-2022-05-22,2,inc infection,2022-10-22,22,AT,346230.0,2022-05-22
C-2022-05-22,2,inc case,2022-10-22,22,AT,42506.0,2022-05-22
C-2022-05-22,2,inc infection,2022-10-29,23,AT,975021.0,2022-05-22
C-2022-05-22,2,inc case,2022-10-29,23,AT,135829.0,2022-05-22
C-2022-05-22,2,inc infection,2022-11-05,24,AT,1846440.0,2022-05-22
C-2022-05-22,2,inc case,2022-11-05,24,AT,381581.0,2022-05-22
C-2022-05-22,2,inc infection,2022-11-12,25,AT,1484958.0,2022-05-22
C-2022-05-22,2,inc case,2022-11-12,25,AT,690556.0,2022-05-22
C-2022-05-22,2,inc infection,2022-11-19,26,AT,590685.0,2022-05-22
C-2022-05-22,2,inc case,2022-11-19,26,AT,471063.0,2022-05-22
C-2022-05-22,2,inc infection,2022-11-26,27,AT,203814.0,2022-05-22
C-2022-05-22,2,inc case,2022-11-26,27,AT,169186.0,2022-05-22
C-2022-05-22,2,inc infection,2022-12-03,28,AT,85509.0,2022-05-22
C-2022-05-22,2,inc case,2022-12-03,28,AT,58461.0,2022-05-22
C-2022-05-22,2,inc infection,2022-12-10,29,AT,50229.0,2022-05-22
C-2022-05-22,2,inc case,2022-12-10,29,AT,26388.0,2022-05-22
C-2022-05-22,2,inc infection,2022-12-17,30,AT,38782.0,2022-05-22
C-2022-05-22,2,inc case,2022-12-17,30,AT,16507.0,2022-05-22
C-2022-05-22,2,inc infection,2022-12-24,31,AT,38582.0,2022-05-22
C-2022-05-22,2,inc case,2022-12-24,31,AT,13196.0,2022-05-22
C-2022-05-22,2,inc infection,2022-12-31,32,AT,43578.0,2022-05-22
C-2022-05-22,2,inc case,2022-12-31,32,AT,13540.0,2022-05-22
C-2022-05-22,2,inc infection,2023-01-07,33,AT,57539.0,2022-05-22
C-2022-05-22,2,inc case,2023-01-07,33,AT,15710.0,2022-05-22
C-2022-05-22,2,inc infection,2023-01-14,34,AT,88148.0,2022-05-22
C-2022-05-22,2,inc case,2023-01-14,34,AT,21067.0,2022-05-22
C-2022-05-22,2,inc infection,2023-01-21,35,AT,143655.0,2022-05-22
C-2022-05-22,2,inc case,2023-01-21,35,AT,32466.0,2022-05-22
C-2022-05-22,2,inc infection,2023-01-28,36,AT,245235.0,2022-05-22
C-2022-05-22,2,inc case,2023-01-28,36,AT,53410.0,2022-05-22
C-2022-05-22,2,inc infection,2023-02-04,37,AT,391385.0,2022-05-22
C-2022-05-22,2,inc case,2023-02-04,37,AT,91829.0,2022-05-22
C-2022-05-22,2,inc infection,2023-02-11,38,AT,541031.0,2022-05-22
C-2022-05-22,2,inc case,2023-02-11,38,AT,144894.0,2022-05-22
C-2022-05-22,2,inc infection,2023-02-18,39,AT,625476.0,2022-05-22
C-2022-05-22,2,inc case,2023-02-18,39,AT,196840.0,2022-05-22
C-2022-05-22,2,inc infection,2023-02-25,40,AT,547591.0,2022-05-22
C-2022-05-22,2,inc case,2023-02-25,40,AT,221682.0,2022-05-22
C-2022-05-22,2,inc infection,2023-03-04,41,AT,376239.0,2022-05-22
C-2022-05-22,2,inc case,2023-03-04,41,AT,184415.0,2022-05-22
C-2022-05-22,2,inc infection,2023-03-11,42,AT,236806.0,2022-05-22
C-2022-05-22,2,inc case,2023-03-11,42,AT,123154.0,2022-05-22
C-2022-05-22,2,inc infection,2023-03-18,43,AT,151386.0,2022-05-22
C-2022-05-22,2,inc case,2023-03-18,43,AT,76565.0,2022-05-22
C-2022-05-22,2,inc infection,2023-03-25,44,AT,89995.0,2022-05-22
C-2022-05-22,2,inc case,2023-03-25,44,AT,49518.0,2022-05-22
C-2022-05-22,2,inc hosp,2022-05-28,1,AT,37.35102159019764,2022-05-22
C-2022-05-22,2,inc icu,2022-05-28,1,AT,4.361860905721295,2022-05-22
C-2022-05-22,2,inc hosp,2022-06-04,2,AT,37.459359335868925,2022-05-22
C-2022-05-22,2,inc icu,2022-06-04,2,AT,3.5384343262078297,2022-05-22
C-2022-05-22,2,inc hosp,2022-06-11,3,AT,12.987915873727134,2022-05-22
C-2022-05-22,2,inc icu,2022-06-11,3,AT,2.446403671903239,2022-05-22
C-2022-05-22,2,inc hosp,2022-06-18,4,AT,4.095821608566228,2022-05-22
C-2022-05-22,2,inc icu,2022-06-18,4,AT,0.9866597837428528,2022-05-22
C-2022-05-22,2,inc hosp,2022-06-25,5,AT,2.122029762157963,2022-05-22
C-2022-05-22,2,inc icu,2022-06-25,5,AT,0.3826885115178565,2022-05-22
C-2022-05-22,2,inc hosp,2022-07-02,6,AT,1.1935192253363167,2022-05-22
C-2022-05-22,2,inc icu,2022-07-02,6,AT,0.17912530490321346,2022-05-22
C-2022-05-22,2,inc hosp,2022-07-09,7,AT,0.8356425377846406,2022-05-22
C-2022-05-22,2,inc icu,2022-07-09,7,AT,0.10041665983452597,2022-05-22
C-2022-05-22,2,inc hosp,2022-07-16,8,AT,0.9580610133634817,2022-05-22
C-2022-05-22,2,inc icu,2022-07-16,8,AT,0.08327935361030879,2022-05-22
C-2022-05-22,2,inc hosp,2022-07-23,9,AT,1.6254717164809893,2022-05-22
C-2022-05-22,2,inc icu,2022-07-23,9,AT,0.11091294813687586,2022-05-22
C-2022-05-22,2,inc hosp,2022-07-30,10,AT,2.3579031773236414,2022-05-22
C-2022-05-22,2,inc icu,2022-07-30,10,AT,0.16471822991358145,2022-05-22
C-2022-05-22,2,inc hosp,2022-08-06,11,AT,3.5074189276839087,2022-05-22
C-2022-05-22,2,inc icu,2022-08-06,11,AT,0.25702606258696914,2022-05-22
C-2022-05-22,2,inc hosp,2022-08-13,12,AT,4.022204871296786,2022-05-22
C-2022-05-22,2,inc icu,2022-08-13,12,AT,0.32423633848666894,2022-05-22
C-2022-05-22,2,inc hosp,2022-08-20,13,AT,4.30464121334575,2022-05-22
C-2022-05-22,2,inc icu,2022-08-20,13,AT,0.3687784693389438,2022-05-22
C-2022-05-22,2,inc hosp,2022-08-27,14,AT,4.786541372217252,2022-05-22
C-2022-05-22,2,inc icu,2022-08-27,14,AT,0.40611950423992965,2022-05-22
C-2022-05-22,2,inc hosp,2022-09-03,15,AT,5.0234809794187285,2022-05-22
C-2022-05-22,2,inc icu,2022-09-03,15,AT,0.4365671953238191,2022-05-22
C-2022-05-22,2,inc hosp,2022-09-10,16,AT,4.943010064348284,2022-05-22
C-2022-05-22,2,inc icu,2022-09-10,16,AT,0.4451884656084719,2022-05-22
C-2022-05-22,2,inc hosp,2022-09-17,17,AT,5.190062628950965,2022-05-22
C-2022-05-22,2,inc icu,2022-09-17,17,AT,0.45911103036217904,2022-05-22
C-2022-05-22,2,inc hosp,2022-09-24,18,AT,6.316845367924969,2022-05-22
C-2022-05-22,2,inc icu,2022-09-24,18,AT,0.5016520687922192,2022-05-22
C-2022-05-22,2,inc hosp,2022-10-01,19,AT,8.301245694284766,2022-05-22
C-2022-05-22,2,inc icu,2022-10-01,19,AT,0.6324226290056387,2022-05-22
C-2022-05-22,2,inc hosp,2022-10-08,20,AT,12.786473557227936,2022-05-22
C-2022-05-22,2,inc icu,2022-10-08,20,AT,0.8996032828954112,2022-05-22
C-2022-05-22,2,inc hosp,2022-10-15,21,AT,23.10848346730804,2022-05-22
C-2022-05-22,2,inc icu,2022-10-15,21,AT,1.458312043489223,2022-05-22
C-2022-05-22,2,inc hosp,2022-10-22,22,AT,61.2730165707781,2022-05-22
C-2022-05-22,2,inc icu,2022-10-22,22,AT,3.325685891651084,2022-05-22
C-2022-05-22,2,inc hosp,2022-10-29,23,AT,195.20284983995734,2022-05-22
C-2022-05-22,2,inc icu,2022-10-29,23,AT,9.82219766826723,2022-05-22
C-2022-05-22,2,inc hosp,2022-11-05,24,AT,599.900501197379,2022-05-22
C-2022-05-22,2,inc icu,2022-11-05,24,AT,30.749685762837725,2022-05-22
C-2022-05-22,2,inc hosp,2022-11-12,25,AT,1508.742418753554,2022-05-22
C-2022-05-22,2,inc icu,2022-11-12,25,AT,85.2102169733934,2022-05-22
C-2022-05-22,2,inc hosp,2022-11-19,26,AT,1856.3798188897028,2022-05-22
C-2022-05-22,2,inc icu,2022-11-19,26,AT,147.97975900567675,2022-05-22
C-2022-05-22,2,inc hosp,2022-11-26,27,AT,1012.4409284862014,2022-05-22
C-2022-05-22,2,inc icu,2022-11-26,27,AT,131.24071192656552,2022-05-22
C-2022-05-22,2,inc hosp,2022-12-03,28,AT,386.55426352248793,2022-05-22
C-2022-05-22,2,inc icu,2022-12-03,28,AT,71.22418064251981,2022-05-22
C-2022-05-22,2,inc hosp,2022-12-10,29,AT,150.06568912337343,2022-05-22
C-2022-05-22,2,inc icu,2022-12-10,29,AT,30.415725057398163,2022-05-22
C-2022-05-22,2,inc hosp,2022-12-17,30,AT,74.97652628730674,2022-05-22
C-2022-05-22,2,inc icu,2022-12-17,30,AT,12.828025226746496,2022-05-22
C-2022-05-22,2,inc hosp,2022-12-24,31,AT,50.83142546192563,2022-05-22
C-2022-05-22,2,inc icu,2022-12-24,31,AT,6.585254628453718,2022-05-22
C-2022-05-22,2,inc hosp,2022-12-31,32,AT,45.488198914156015,2022-05-22
C-2022-05-22,2,inc icu,2022-12-31,32,AT,4.602675301111146,2022-05-22
C-2022-05-22,2,inc hosp,2023-01-07,33,AT,50.45932291410321,2022-05-22
C-2022-05-22,2,inc icu,2023-01-07,33,AT,4.3531459170047775,2022-05-22
C-2022-05-22,2,inc hosp,2023-01-14,34,AT,61.18421175827399,2022-05-22
C-2022-05-22,2,inc icu,2023-01-14,34,AT,4.8790490436940885,2022-05-22
C-2022-05-22,2,inc hosp,2023-01-21,35,AT,92.11604212874876,2022-05-22
C-2022-05-22,2,inc icu,2023-01-21,35,AT,6.57193611069671,2022-05-22
C-2022-05-22,2,inc hosp,2023-01-28,36,AT,149.65718906996787,2022-05-22
