location,scenario_id,horizon,age_id,target_variable,sample,value
ES,C,27 wk,child,inc death,1,0
ES,C,28 wk,child,inc death,1,0
ES,C,29 wk,child,inc death,1,0
ES,C,30 wk,child,inc death,1,0
ES,C,31 wk,child,inc death,1,0
ES,C,32 wk,child,inc death,1,0
ES,C,33 wk,child,inc death,1,0
ES,C,34 wk,child,inc death,1,0
ES,C,35 wk,child,inc death,1,0
ES,C,36 wk,child,inc death,1,0
ES,C,37 wk,child,inc death,1,0
ES,C,38 wk,child,inc death,1,0
ES,C,39 wk,child,inc death,1,0
ES,C,1 wk,child,inc infection,1,34820
ES,C,2 wk,child,inc infection,1,28641
ES,C,3 wk,child,inc infection,1,26985
ES,C,4 wk,child,inc infection,1,27471
ES,C,5 wk,child,inc infection,1,32507
ES,C,6 wk,child,inc infection,1,40991
ES,C,7 wk,child,inc infection,1,51669
ES,C,8 wk,child,inc infection,1,63807
ES,C,9 wk,child,inc infection,1,71581
ES,C,10 wk,child,inc infection,1,75489
ES,C,11 wk,child,inc infection,1,75922
ES,C,12 wk,child,inc infection,1,78231
ES,C,13 wk,child,inc infection,1,80601
ES,C,14 wk,child,inc infection,1,78816
ES,C,15 wk,child,inc infection,1,73995
ES,C,16 wk,child,inc infection,1,66551
ES,C,17 wk,child,inc infection,1,63439
ES,C,18 wk,child,inc infection,1,59755
ES,C,19 wk,child,inc infection,1,55027
ES,C,20 wk,child,inc infection,1,49640
ES,C,21 wk,child,inc infection,1,47047
ES,C,22 wk,child,inc infection,1,44921
ES,C,23 wk,child,inc infection,1,42903
ES,C,24 wk,child,inc infection,1,42901
ES,C,25 wk,child,inc infection,1,45895
ES,C,26 wk,child,inc infection,1,47112
ES,C,27 wk,child,inc infection,1,46784
ES,C,28 wk,child,inc infection,1,47789
ES,C,29 wk,child,inc infection,1,45565
ES,C,30 wk,child,inc infection,1,43156
ES,C,31 wk,child,inc infection,1,41947
ES,C,32 wk,child,inc infection,1,42034
ES,C,33 wk,child,inc infection,1,38377
ES,C,34 wk,child,inc infection,1,31079
ES,C,35 wk,child,inc infection,1,25177
ES,C,36 wk,child,inc infection,1,22737
ES,C,37 wk,child,inc infection,1,21838
ES,C,38 wk,child,inc infection,1,21233
ES,C,39 wk,child,inc infection,1,23355
ES,C,40 wk,child,inc infection,1,26737
ES,C,1 wk,child,inc hosp,2,0
ES,C,2 wk,child,inc hosp,2,0
ES,C,3 wk,child,inc hosp,2,0
ES,C,4 wk,child,inc hosp,2,0
ES,C,5 wk,child,inc hosp,2,0
ES,C,6 wk,child,inc hosp,2,0
ES,C,7 wk,child,inc hosp,2,0
ES,C,8 wk,child,inc hosp,2,0
ES,C,9 wk,child,inc hosp,2,0
ES,C,10 wk,child,inc hosp,2,0
ES,C,11 wk,child,inc hosp,2,0
ES,C,12 wk,child,inc hosp,2,0
ES,C,13 wk,child,inc hosp,2,0
ES,C,14 wk,child,inc hosp,2,0
ES,C,15 wk,child,inc hosp,2,0
ES,C,16 wk,child,inc hosp,2,0
ES,C,17 wk,child,inc hosp,2,0
ES,C,18 wk,child,inc hosp,2,0
ES,C,19 wk,child,inc hosp,2,0
ES,C,20 wk,child,inc hosp,2,0
ES,C,21 wk,child,inc hosp,2,0
ES,C,22 wk,child,inc hosp,2,0
ES,C,23 wk,child,inc hosp,2,0
ES,C,24 wk,child,inc hosp,2,0
ES,C,25 wk,child,inc hosp,2,0
ES,C,26 wk,child,inc hosp,2,0
ES,C,27 wk,child,inc hosp,2,0
ES,C,28 wk,child,inc hosp,2,0
ES,C,29 wk,child,inc hosp,2,0
ES,C,30 wk,child,inc hosp,2,0
ES,C,31 wk,child,inc hosp,2,0
ES,C,32 wk,child,inc hosp,2,0
ES,C,33 wk,child,inc hosp,2,0
ES,C,34 wk,child,inc hosp,2,0
ES,C,35 wk,child,inc hosp,2,0
ES,C,36 wk,child,inc hosp,2,0
ES,C,37 wk,child,inc hosp,2,0
ES,C,38 wk,child,inc hosp,2,0
ES,C,39 wk,child,inc hosp,2,0
ES,C,1 wk,child,inc death,2,0
ES,C,2 wk,child,inc death,2,0
ES,C,3 wk,child,inc death,2,0
ES,C,4 wk,child,inc death,2,0
ES,C,5 wk,child,inc death,2,0
ES,C,6 wk,child,inc death,2,0
ES,C,7 wk,child,inc death,2,0
ES,C,8 wk,child,inc death,2,0
ES,C,9 wk,child,inc death,2,0
ES,C,10 wk,child,inc death,2,0
ES,C,11 wk,child,inc death,2,0
ES,C,12 wk,child,inc death,2,0
ES,C,13 wk,child,inc death,2,0
ES,C,14 wk,child,inc death,2,0
ES,C,15 wk,child,inc death,2,0
ES,C,16 wk,child,inc death,2,0
ES,C,17 wk,child,inc death,2,0
ES,C,18 wk,child,inc death,2,0
ES,C,19 wk,child,inc death,2,0
ES,C,20 wk,child,inc death,2,0
ES,C,21 wk,child,inc death,2,0
ES,C,22 wk,child,inc death,2,0
ES,C,23 wk,child,inc death,2,0
ES,C,24 wk,child,inc death,2,0
ES,C,25 wk,child,inc death,2,0
ES,C,26 wk,child,inc death,2,0
ES,C,27 wk,child,inc death,2,0
ES,C,28 wk,child,inc death,2,0
ES,C,29 wk,child,inc death,2,0
ES,C,30 wk,child,inc death,2,0
ES,C,31 wk,child,inc death,2,0
ES,C,32 wk,child,inc death,2,0
ES,C,33 wk,child,inc death,2,0
ES,C,34 wk,child,inc death,2,0
ES,C,35 wk,child,inc death,2,0
ES,C,36 wk,child,inc death,2,0
ES,C,37 wk,child,inc death,2,0
ES,C,38 wk,child,inc death,2,0
ES,C,39 wk,child,inc death,2,0
ES,C,1 wk,child,inc infection,2,35183
ES,C,2 wk,child,inc infection,2,29094
ES,C,3 wk,child,inc infection,2,27828
ES,C,4 wk,child,inc infection,2,26675
ES,C,5 wk,child,inc infection,2,32304
ES,C,6 wk,child,inc infection,2,41234
ES,C,7 wk,child,inc infection,2,51395
ES,C,8 wk,child,inc infection,2,63503
ES,C,9 wk,child,inc infection,2,70854
ES,C,10 wk,child,inc infection,2,69977
ES,C,11 wk,child,inc infection,2,72666
ES,C,12 wk,child,inc infection,2,76898
ES,C,13 wk,child,inc infection,2,78653
ES,C,14 wk,child,inc infection,2,78801
ES,C,15 wk,child,inc infection,2,74350
ES,C,16 wk,child,inc infection,2,67211
ES,C,17 wk,child,inc infection,2,64022
ES,C,18 wk,child,inc infection,2,59695
ES,C,19 wk,child,inc infection,2,56607
ES,C,20 wk,child,inc infection,2,51838
ES,C,21 wk,child,inc infection,2,48641
ES,C,22 wk,child,inc infection,2,45901
ES,C,23 wk,child,inc infection,2,45020
ES,C,24 wk,child,inc infection,2,44764
ES,C,25 wk,child,inc infection,2,47535
ES,C,26 wk,child,inc infection,2,47452
ES,C,27 wk,child,inc infection,2,46591
ES,C,28 wk,child,inc infection,2,46546
ES,C,29 wk,child,inc infection,2,45026
ES,C,30 wk,child,inc infection,2,41969
ES,C,31 wk,child,inc infection,2,40099
ES,C,32 wk,child,inc infection,2,40090
ES,C,33 wk,child,inc infection,2,39003
ES,C,34 wk,child,inc infection,2,31098
ES,C,35 wk,child,inc infection,2,25507
ES,C,36 wk,child,inc infection,2,21496
ES,C,37 wk,child,inc infection,2,20389
ES,C,38 wk,child,inc infection,2,21130
ES,C,39 wk,child,inc infection,2,23019
ES,C,40 wk,child,inc infection,2,27132
ES,C,1 wk,child,inc hosp,3,0
ES,C,2 wk,child,inc hosp,3,0
ES,C,3 wk,child,inc hosp,3,0
ES,C,4 wk,child,inc hosp,3,0
ES,C,5 wk,child,inc hosp,3,0
ES,C,6 wk,child,inc hosp,3,0
ES,C,7 wk,child,inc hosp,3,0
ES,C,8 wk,child,inc hosp,3,0
ES,C,9 wk,child,inc hosp,3,0
ES,C,10 wk,child,inc hosp,3,0
ES,C,11 wk,child,inc hosp,3,0
ES,C,12 wk,child,inc hosp,3,0
ES,C,13 wk,child,inc hosp,3,0
ES,C,14 wk,child,inc hosp,3,0
ES,C,15 wk,child,inc hosp,3,0
ES,C,16 wk,child,inc hosp,3,0
ES,C,17 wk,child,inc hosp,3,0
ES,C,18 wk,child,inc hosp,3,0
ES,C,19 wk,child,inc hosp,3,0
ES,C,20 wk,child,inc hosp,3,0
ES,C,21 wk,child,inc hosp,3,0
ES,C,22 wk,child,inc hosp,3,0
ES,C,23 wk,child,inc hosp,3,0
ES,C,24 wk,child,inc hosp,3,0
ES,C,25 wk,child,inc hosp,3,0
ES,C,26 wk,child,inc hosp,3,0
ES,C,27 wk,child,inc hosp,3,0
ES,C,28 wk,child,inc hosp,3,0
ES,C,29 wk,child,inc hosp,3,0
ES,C,30 wk,child,inc hosp,3,0
ES,C,31 wk,child,inc hosp,3,0
ES,C,32 wk,child,inc hosp,3,0
ES,C,33 wk,child,inc hosp,3,0
ES,C,34 wk,child,inc hosp,3,0
ES,C,35 wk,child,inc hosp,3,0
ES,C,36 wk,child,inc hosp,3,0
ES,C,37 wk,child,inc hosp,3,0
ES,C,38 wk,child,inc hosp,3,0
ES,C,39 wk,child,inc hosp,3,0
ES,C,1 wk,child,inc death,3,0
ES,C,2 wk,child,inc death,3,0
ES,C,3 wk,child,inc death,3,0
ES,C,4 wk,child,inc death,3,0
ES,C,5 wk,child,inc death,3,0
ES,C,6 wk,child,inc death,3,0
ES,C,7 wk,child,inc death,3,0
ES,C,8 wk,child,inc death,3,0
ES,C,9 wk,child,inc death,3,0
ES,C,10 wk,child,inc death,3,0
ES,C,11 wk,child,inc death,3,0
ES,C,12 wk,child,inc death,3,0
ES,C,13 wk,child,inc death,3,0
ES,C,14 wk,child,inc death,3,0
ES,C,15 wk,child,inc death,3,0
ES,C,16 wk,child,inc death,3,0
ES,C,17 wk,child,inc death,3,0
ES,C,18 wk,child,inc death,3,0
ES,C,19 wk,child,inc death,3,0
ES,C,20 wk,child,inc death,3,0
ES,C,21 wk,child,inc death,3,0
ES,C,22 wk,child,inc death,3,0
ES,C,23 wk,child,inc death,3,0
ES,C,24 wk,child,inc death,3,0
ES,C,25 wk,child,inc death,3,0
ES,C,26 wk,child,inc death,3,0
ES,C,27 wk,child,inc death,3,0
ES,C,28 wk,child,inc death,3,0
ES,C,29 wk,child,inc death,3,0
ES,C,30 wk,child,inc death,3,0
ES,C,31 wk,child,inc death,3,0
ES,C,32 wk,child,inc death,3,0
ES,C,33 wk,child,inc death,3,0
ES,C,34 wk,child,inc death,3,0
ES,C,35 wk,child,inc death,3,0
ES,C,36 wk,child,inc death,3,0
ES,C,37 wk,child,inc death,3,0
ES,C,38 wk,child,inc death,3,0
ES,C,39 wk,child,inc death,3,0
ES,C,1 wk,child,inc infection,3,35659
ES,C,2 wk,child,inc infection,3,29706
ES,C,3 wk,child,inc infection,3,27908
ES,C,4 wk,child,inc infection,3,27905
ES,C,5 wk,child,inc infection,3,32712
ES,C,6 wk,child,inc infection,3,41706
ES,C,7 wk,child,inc infection,3,51479
ES,C,8 wk,child,inc infection,3,61977
ES,C,9 wk,child,inc infection,3,66776
ES,C,10 wk,child,inc infection,3,68366
ES,C,11 wk,child,inc infection,3,70431
ES,C,12 wk,child,inc infection,3,75612
ES,C,13 wk,child,inc infection,3,80233
ES,C,14 wk,child,inc infection,3,81597
ES,C,15 wk,child,inc infection,3,76586
ES,C,16 wk,child,inc infection,3,70301
ES,C,17 wk,child,inc infection,3,66089
ES,C,18 wk,child,inc infection,3,61971
ES,C,19 wk,child,inc infection,3,57637
ES,C,20 wk,child,inc infection,3,52209
ES,C,21 wk,child,inc infection,3,48924
ES,C,22 wk,child,inc infection,3,45612
ES,C,23 wk,child,inc infection,3,43679
ES,C,24 wk,child,inc infection,3,44586
ES,C,25 wk,child,inc infection,3,46359
ES,C,26 wk,child,inc infection,3,46148
ES,C,27 wk,child,inc infection,3,44492
ES,C,28 wk,child,inc infection,3,43845
ES,C,29 wk,child,inc infection,3,43260
ES,C,30 wk,child,inc infection,3,41052
ES,C,31 wk,child,inc infection,3,39678
ES,C,32 wk,child,inc infection,3,39473
ES,C,33 wk,child,inc infection,3,37281
ES,C,34 wk,child,inc infection,3,29424
ES,C,35 wk,child,inc infection,3,25101
ES,C,36 wk,child,inc infection,3,23025
ES,C,37 wk,child,inc infection,3,22221
ES,C,38 wk,child,inc infection,3,22518
ES,C,39 wk,child,inc infection,3,24901
ES,C,40 wk,child,inc infection,3,28361
ES,C,1 wk,child,inc hosp,4,0
ES,C,2 wk,child,inc hosp,4,0
ES,C,3 wk,child,inc hosp,4,0
ES,C,4 wk,child,inc hosp,4,0
ES,C,5 wk,child,inc hosp,4,0
ES,C,6 wk,child,inc hosp,4,0
ES,C,7 wk,child,inc hosp,4,0
ES,C,8 wk,child,inc hosp,4,0
ES,C,9 wk,child,inc hosp,4,0
ES,C,10 wk,child,inc hosp,4,0
ES,C,11 wk,child,inc hosp,4,0
ES,C,12 wk,child,inc hosp,4,0
ES,C,13 wk,child,inc hosp,4,0
ES,C,14 wk,child,inc hosp,4,0
ES,C,15 wk,child,inc hosp,4,0
ES,C,16 wk,child,inc hosp,4,0
ES,C,17 wk,child,inc hosp,4,0
ES,C,18 wk,child,inc hosp,4,0
ES,C,19 wk,child,inc hosp,4,0
ES,C,20 wk,child,inc hosp,4,0
ES,C,21 wk,child,inc hosp,4,0
ES,C,22 wk,child,inc hosp,4,0
ES,C,23 wk,child,inc hosp,4,0
ES,C,24 wk,child,inc hosp,4,0
ES,C,25 wk,child,inc hosp,4,0
ES,C,26 wk,child,inc hosp,4,0
ES,C,27 wk,child,inc hosp,4,0
ES,C,28 wk,child,inc hosp,4,0
ES,C,29 wk,child,inc hosp,4,0
ES,C,30 wk,child,inc hosp,4,0
ES,C,31 wk,child,inc hosp,4,0
ES,C,32 wk,child,inc hosp,4,0
ES,C,33 wk,child,inc hosp,4,0
ES,C,34 wk,child,inc hosp,4,0
ES,C,35 wk,child,inc hosp,4,0
ES,C,36 wk,child,inc hosp,4,0
ES,C,37 wk,child,inc hosp,4,0
ES,C,38 wk,child,inc hosp,4,0
ES,C,39 wk,child,inc hosp,4,0
ES,C,1 wk,child,inc death,4,0
ES,C,2 wk,child,inc death,4,0
ES,C,3 wk,child,inc death,4,0
ES,C,4 wk,child,inc death,4,0
ES,C,5 wk,child,inc death,4,0
ES,C,6 wk,child,inc death,4,0
ES,C,7 wk,child,inc death,4,0
ES,C,8 wk,child,inc death,4,0
ES,C,9 wk,child,inc death,4,0
ES,C,10 wk,child,inc death,4,0
ES,C,11 wk,child,inc death,4,0
ES,C,12 wk,child,inc death,4,0
ES,C,13 wk,child,inc death,4,0
ES,C,14 wk,child,inc death,4,0
ES,C,15 wk,child,inc death,4,0
ES,C,16 wk,child,inc death,4,0
ES,C,17 wk,child,inc death,4,0
ES,C,18 wk,child,inc death,4,0
ES,C,19 wk,child,inc death,4,0
ES,C,20 wk,child,inc death,4,0
ES,C,21 wk,child,inc death,4,0
ES,C,22 wk,child,inc death,4,0
ES,C,23 wk,child,inc death,4,0
ES,C,24 wk,child,inc death,4,0
ES,C,25 wk,child,inc death,4,0
ES,C,26 wk,child,inc death,4,0
ES,C,27 wk,child,inc death,4,0
ES,C,28 wk,child,inc death,4,0
ES,C,29 wk,child,inc death,4,0
ES,C,30 wk,child,inc death,4,0
ES,C,31 wk,child,inc death,4,0
ES,C,32 wk,child,inc death,4,0
ES,C,33 wk,child,inc death,4,0
ES,C,34 wk,child,inc death,4,0
ES,C,35 wk,child,inc death,4,0
ES,C,36 wk,child,inc death,4,0
ES,C,37 wk,child,inc death,4,0
ES,C,38 wk,child,inc death,4,0
ES,C,39 wk,child,inc death,4,0
ES,C,1 wk,child,inc infection,4,34320
ES,C,2 wk,child,inc infection,4,29735
ES,C,3 wk,child,inc infection,4,27829
ES,C,4 wk,child,inc infection,4,27313
ES,C,5 wk,child,inc infection,4,31386
ES,C,6 wk,child,inc infection,4,40275
ES,C,7 wk,child,inc infection,4,49317
ES,C,8 wk,child,inc infection,4,61230
ES,C,9 wk,child,inc infection,4,70052
ES,C,10 wk,child,inc infection,4,73473
ES,C,11 wk,child,inc infection,4,73329
ES,C,12 wk,child,inc infection,4,78800
ES,C,13 wk,child,inc infection,4,82446
ES,C,14 wk,child,inc infection,4,82099
ES,C,15 wk,child,inc infection,4,77212
ES,C,16 wk,child,inc infection,4,70167
ES,C,17 wk,child,inc infection,4,65040
ES,C,18 wk,child,inc infection,4,60084
ES,C,19 wk,child,inc infection,4,56791
ES,C,20 wk,child,inc infection,4,51090
ES,C,21 wk,child,inc infection,4,47028
ES,C,22 wk,child,inc infection,4,45349
ES,C,23 wk,child,inc infection,4,43074
ES,C,24 wk,child,inc infection,4,43461
ES,C,25 wk,child,inc infection,4,44781
ES,C,26 wk,child,inc infection,4,45778
ES,C,27 wk,child,inc infection,4,47153
ES,C,28 wk,child,inc infection,4,48709
ES,C,29 wk,child,inc infection,4,45676
ES,C,30 wk,child,inc infection,4,43700
ES,C,31 wk,child,inc infection,4,41952
ES,C,32 wk,child,inc infection,4,41042
ES,C,33 wk,child,inc infection,4,38370
ES,C,34 wk,child,inc infection,4,30687
ES,C,35 wk,child,inc infection,4,24818
ES,C,36 wk,child,inc infection,4,21993
ES,C,37 wk,child,inc infection,4,20500
ES,C,38 wk,child,inc infection,4,20913
ES,C,39 wk,child,inc infection,4,22706
ES,C,40 wk,child,inc infection,4,26656
ES,C,1 wk,child,inc hosp,5,0
ES,C,2 wk,child,inc hosp,5,0
ES,C,3 wk,child,inc hosp,5,0
ES,C,4 wk,child,inc hosp,5,0
ES,C,5 wk,child,inc hosp,5,0
ES,C,6 wk,child,inc hosp,5,0
ES,C,7 wk,child,inc hosp,5,0
ES,C,8 wk,child,inc hosp,5,0
ES,C,9 wk,child,inc hosp,5,0
ES,C,10 wk,child,inc hosp,5,0
ES,C,11 wk,child,inc hosp,5,0
ES,C,12 wk,child,inc hosp,5,0
ES,C,13 wk,child,inc hosp,5,0
ES,C,14 wk,child,inc hosp,5,0
ES,C,15 wk,child,inc hosp,5,0
ES,C,16 wk,child,inc hosp,5,0
ES,C,17 wk,child,inc hosp,5,0
ES,C,18 wk,child,inc hosp,5,0
ES,C,19 wk,child,inc hosp,5,0
ES,C,20 wk,child,inc hosp,5,0
ES,C,21 wk,child,inc hosp,5,0
ES,C,22 wk,child,inc hosp,5,0
ES,C,23 wk,child,inc hosp,5,0
ES,C,24 wk,child,inc hosp,5,0
ES,C,25 wk,child,inc hosp,5,0
ES,C,26 wk,child,inc hosp,5,0
ES,C,27 wk,child,inc hosp,5,0
ES,C,28 wk,child,inc hosp,5,0
ES,C,29 wk,child,inc hosp,5,0
ES,C,30 wk,child,inc hosp,5,0
ES,C,31 wk,child,inc hosp,5,0
ES,C,32 wk,child,inc hosp,5,0
ES,C,33 wk,child,inc hosp,5,0
ES,C,34 wk,child,inc hosp,5,0
ES,C,35 wk,child,inc hosp,5,0
ES,C,36 wk,child,inc hosp,5,0
ES,C,37 wk,child,inc hosp,5,0
ES,C,38 wk,child,inc hosp,5,0
ES,C,39 wk,child,inc hosp,5,0
ES,C,1 wk,child,inc death,5,0
ES,C,2 wk,child,inc death,5,0
ES,C,3 wk,child,inc death,5,0
ES,C,4 wk,child,inc death,5,0
ES,C,5 wk,child,inc death,5,0
ES,C,6 wk,child,inc death,5,0
ES,C,7 wk,child,inc death,5,0
ES,C,8 wk,child,inc death,5,0
ES,C,9 wk,child,inc death,5,0
ES,C,10 wk,child,inc death,5,0
ES,C,11 wk,child,inc death,5,0
ES,C,12 wk,child,inc death,5,0
ES,C,13 wk,child,inc death,5,0
ES,C,14 wk,child,inc death,5,0
ES,C,15 wk,child,inc death,5,0
ES,C,16 wk,child,inc death,5,0
ES,C,17 wk,child,inc death,5,0
ES,C,18 wk,child,inc death,5,0
ES,C,19 wk,child,inc death,5,0
ES,C,20 wk,child,inc death,5,0
ES,C,21 wk,child,inc death,5,0
ES,C,22 wk,child,inc death,5,0
ES,C,23 wk,child,inc death,5,0
ES,C,24 wk,child,inc death,5,0
ES,C,25 wk,child,inc death,5,0
ES,C,26 wk,child,inc death,5,0
ES,C,27 wk,child,inc death,5,0
ES,C,28 wk,child,inc death,5,0
ES,C,29 wk,child,inc death,5,0
ES,C,30 wk,child,inc death,5,0
ES,C,31 wk,child,inc death,5,0
ES,C,32 wk,child,inc death,5,0
ES,C,33 wk,child,inc death,5,0
ES,C,34 wk,child,inc death,5,0
ES,C,35 wk,child,inc death,5,0
ES,C,36 wk,child,inc death,5,0
ES,C,37 wk,child,inc death,5,0
ES,C,38 wk,child,inc death,5,0
ES,C,39 wk,child,inc death,5,0
ES,C,1 wk,child,inc infection,5,35151
ES,C,2 wk,child,inc infection,5,29670
ES,C,3 wk,child,inc infection,5,27506
ES,C,4 wk,child,inc infection,5,27649
ES,C,5 wk,child,inc infection,5,33301
ES,C,6 wk,child,inc infection,5,42405
ES,C,7 wk,child,inc infection,5,52134
ES,C,8 wk,child,inc infection,5,62597
ES,C,9 wk,child,inc infection,5,68888
ES,C,10 wk,child,inc infection,5,70263
ES,C,11 wk,child,inc infection,5,72675
ES,C,12 wk,child,inc infection,5,76060
ES,C,13 wk,child,inc infection,5,80808
ES,C,14 wk,child,inc infection,5,80248
ES,C,15 wk,child,inc infection,5,74486
ES,C,16 wk,child,inc infection,5,68253
ES,C,17 wk,child,inc infection,5,64292
ES,C,18 wk,child,inc infection,5,61025
ES,C,19 wk,child,inc infection,5,56106
ES,C,20 wk,child,inc infection,5,51000
ES,C,21 wk,child,inc infection,5,48070
ES,C,22 wk,child,inc infection,5,45024
ES,C,23 wk,child,inc infection,5,43658
ES,C,24 wk,child,inc infection,5,43136
ES,C,25 wk,child,inc infection,5,46591
ES,C,26 wk,child,inc infection,5,46631
ES,C,27 wk,child,inc infection,5,46268
ES,C,28 wk,child,inc infection,5,46214
ES,C,29 wk,child,inc infection,5,45160
ES,C,30 wk,child,inc infection,5,42569
ES,C,31 wk,child,inc infection,5,40968
ES,C,32 wk,child,inc infection,5,40731
ES,C,33 wk,child,inc infection,5,37343
ES,C,34 wk,child,inc infection,5,30154
ES,C,35 wk,child,inc infection,5,25113
ES,C,36 wk,child,inc infection,5,22299
ES,C,37 wk,child,inc infection,5,21218
ES,C,38 wk,child,inc infection,5,21012
ES,C,39 wk,child,inc infection,5,23146
ES,C,40 wk,child,inc infection,5,27313
ES,C,1 wk,child,inc hosp,6,0
ES,C,2 wk,child,inc hosp,6,0
ES,C,3 wk,child,inc hosp,6,0
ES,C,4 wk,child,inc hosp,6,0
ES,C,5 wk,child,inc hosp,6,0
ES,C,6 wk,child,inc hosp,6,0
ES,C,7 wk,child,inc hosp,6,0
ES,C,8 wk,child,inc hosp,6,0
ES,C,9 wk,child,inc hosp,6,0
ES,C,10 wk,child,inc hosp,6,0
ES,C,11 wk,child,inc hosp,6,0
ES,C,12 wk,child,inc hosp,6,0
ES,C,13 wk,child,inc hosp,6,0
ES,C,14 wk,child,inc hosp,6,0
ES,C,15 wk,child,inc hosp,6,0
ES,C,16 wk,child,inc hosp,6,0
ES,C,17 wk,child,inc hosp,6,0
ES,C,18 wk,child,inc hosp,6,0
ES,C,19 wk,child,inc hosp,6,0
ES,C,20 wk,child,inc hosp,6,0
ES,C,21 wk,child,inc hosp,6,0
ES,C,22 wk,child,inc hosp,6,0
ES,C,23 wk,child,inc hosp,6,0
ES,C,24 wk,child,inc hosp,6,0
ES,C,25 wk,child,inc hosp,6,0
ES,C,26 wk,child,inc hosp,6,0
ES,C,27 wk,child,inc hosp,6,0
ES,C,28 wk,child,inc hosp,6,0
ES,C,29 wk,child,inc hosp,6,0
ES,C,30 wk,child,inc hosp,6,0
ES,C,31 wk,child,inc hosp,6,0
ES,C,32 wk,child,inc hosp,6,0
ES,C,33 wk,child,inc hosp,6,0
ES,C,34 wk,child,inc hosp,6,0
ES,C,35 wk,child,inc hosp,6,0
ES,C,36 wk,child,inc hosp,6,0
ES,C,37 wk,child,inc hosp,6,0
ES,C,38 wk,child,inc hosp,6,0
ES,C,39 wk,child,inc hosp,6,0
ES,C,1 wk,child,inc death,6,0
ES,C,2 wk,child,inc death,6,0
ES,C,3 wk,child,inc death,6,0
ES,C,4 wk,child,inc death,6,0
ES,C,5 wk,child,inc death,6,0
ES,C,6 wk,child,inc death,6,0
ES,C,7 wk,child,inc death,6,0
ES,C,8 wk,child,inc death,6,0
ES,C,9 wk,child,inc death,6,0
ES,C,10 wk,child,inc death,6,0
ES,C,11 wk,child,inc death,6,0
ES,C,12 wk,child,inc death,6,0
ES,C,13 wk,child,inc death,6,0
ES,C,14 wk,child,inc death,6,0
ES,C,15 wk,child,inc death,6,0
ES,C,16 wk,child,inc death,6,0
ES,C,17 wk,child,inc death,6,0
ES,C,18 wk,child,inc death,6,0
ES,C,19 wk,child,inc death,6,0
ES,C,20 wk,child,inc death,6,0
ES,C,21 wk,child,inc death,6,0
ES,C,22 wk,child,inc death,6,0
ES,C,23 wk,child,inc death,6,0
ES,C,24 wk,child,inc death,6,0
ES,C,25 wk,child,inc death,6,0
