location,scenario_id,horizon,target_variable,sample,value
ES,A,6 wk,inc hosp,2,5983
ES,A,7 wk,inc hosp,2,6251
ES,A,8 wk,inc hosp,2,4205
ES,A,9 wk,inc hosp,2,2684
ES,A,10 wk,inc hosp,2,1985
ES,A,11 wk,inc hosp,2,1543
ES,A,12 wk,inc hosp,2,880
ES,A,13 wk,inc hosp,2,384
ES,A,14 wk,inc hosp,2,162
ES,A,15 wk,inc hosp,2,53
ES,A,16 wk,inc hosp,2,22
ES,A,17 wk,inc hosp,2,30
ES,A,18 wk,inc hosp,2,9
ES,A,19 wk,inc hosp,2,7
ES,A,20 wk,inc hosp,2,6
ES,A,21 wk,inc hosp,2,11
ES,A,22 wk,inc hosp,2,8
ES,A,23 wk,inc hosp,2,8
ES,A,24 wk,inc hosp,2,10
ES,A,25 wk,inc hosp,2,32
ES,A,26 wk,inc hosp,2,42
ES,A,27 wk,inc hosp,2,104
ES,A,28 wk,inc hosp,2,224
ES,A,29 wk,inc hosp,2,576
ES,A,30 wk,inc hosp,2,1172
ES,A,31 wk,inc hosp,2,1779
ES,A,32 wk,inc hosp,2,2270
ES,A,33 wk,inc hosp,2,2385
ES,A,34 wk,inc hosp,2,2214
ES,A,35 wk,inc hosp,2,1855
ES,A,36 wk,inc hosp,2,1367
ES,A,37 wk,inc hosp,2,686
ES,A,38 wk,inc hosp,2,330
ES,A,39 wk,inc hosp,2,190
ES,A,40 wk,inc hosp,2,103
ES,A,41 wk,inc hosp,2,53
ES,A,42 wk,inc hosp,2,14
ES,A,43 wk,inc hosp,2,11
ES,A,44 wk,inc hosp,2,17
ES,A,45 wk,inc hosp,2,20
ES,A,46 wk,inc hosp,2,19
ES,A,47 wk,inc hosp,2,19
ES,A,48 wk,inc hosp,2,4
ES,A,49 wk,inc hosp,2,5
ES,A,50 wk,inc hosp,2,22
ES,A,51 wk,inc hosp,2,44
ES,A,52 wk,inc hosp,2,119
ES,A,1 wk,inc infection,2,535839
ES,A,2 wk,inc infection,2,459557
ES,A,3 wk,inc infection,2,353902
ES,A,4 wk,inc infection,2,880582
ES,A,5 wk,inc infection,2,1558255
ES,A,6 wk,inc infection,2,1536479
ES,A,7 wk,inc infection,2,946599
ES,A,8 wk,inc infection,2,525145
ES,A,9 wk,inc infection,2,394720
ES,A,10 wk,inc infection,2,278806
ES,A,11 wk,inc infection,2,158843
ES,A,12 wk,inc infection,2,80836
ES,A,13 wk,inc infection,2,36002
ES,A,14 wk,inc infection,2,15682
ES,A,15 wk,inc infection,2,7079
ES,A,16 wk,inc infection,2,3668
ES,A,17 wk,inc infection,2,2111
ES,A,18 wk,inc infection,2,1723
ES,A,19 wk,inc infection,2,1607
ES,A,20 wk,inc infection,2,1267
ES,A,21 wk,inc infection,2,1304
ES,A,22 wk,inc infection,2,1716
ES,A,23 wk,inc infection,2,3002
ES,A,24 wk,inc infection,2,5914
ES,A,25 wk,inc infection,2,13049
ES,A,26 wk,inc infection,2,31130
ES,A,27 wk,inc infection,2,79954
ES,A,28 wk,inc infection,2,197525
ES,A,29 wk,inc infection,2,408478
ES,A,30 wk,inc infection,2,622018
ES,A,31 wk,inc infection,2,731628
ES,A,32 wk,inc infection,2,720114
ES,A,33 wk,inc infection,2,599799
ES,A,34 wk,inc infection,2,487470
ES,A,35 wk,inc infection,2,332218
ES,A,36 wk,inc infection,2,176794
ES,A,37 wk,inc infection,2,85521
ES,A,38 wk,inc infection,2,41717
ES,A,39 wk,inc infection,2,20496
ES,A,40 wk,inc infection,2,10441
ES,A,41 wk,inc infection,2,5624
ES,A,42 wk,inc infection,2,3290
ES,A,43 wk,inc infection,2,2260
ES,A,44 wk,inc infection,2,1787
ES,A,45 wk,inc infection,2,1757
ES,A,46 wk,inc infection,2,1904
ES,A,47 wk,inc infection,2,2474
ES,A,48 wk,inc infection,2,3655
ES,A,49 wk,inc infection,2,6793
ES,A,50 wk,inc infection,2,16639
ES,A,51 wk,inc infection,2,46847
ES,A,52 wk,inc infection,2,138427
ES,A,1 wk,inc hosp,3,0
ES,A,2 wk,inc hosp,3,19
ES,A,3 wk,inc hosp,3,486
ES,A,4 wk,inc hosp,3,1357
ES,A,5 wk,inc hosp,3,3681
ES,A,6 wk,inc hosp,3,6397
ES,A,7 wk,inc hosp,3,6890
ES,A,8 wk,inc hosp,3,4706
ES,A,9 wk,inc hosp,3,2571
ES,A,10 wk,inc hosp,3,1850
ES,A,11 wk,inc hosp,3,1272
ES,A,12 wk,inc hosp,3,765
ES,A,13 wk,inc hosp,3,334
ES,A,14 wk,inc hosp,3,166
ES,A,15 wk,inc hosp,3,74
ES,A,16 wk,inc hosp,3,23
ES,A,17 wk,inc hosp,3,10
ES,A,18 wk,inc hosp,3,8
ES,A,19 wk,inc hosp,3,9
ES,A,20 wk,inc hosp,3,16
ES,A,21 wk,inc hosp,3,18
ES,A,22 wk,inc hosp,3,18
ES,A,23 wk,inc hosp,3,9
ES,A,24 wk,inc hosp,3,5
ES,A,25 wk,inc hosp,3,8
ES,A,26 wk,inc hosp,3,17
ES,A,27 wk,inc hosp,3,52
ES,A,28 wk,inc hosp,3,81
ES,A,29 wk,inc hosp,3,304
ES,A,30 wk,inc hosp,3,863
ES,A,31 wk,inc hosp,3,1616
ES,A,32 wk,inc hosp,3,2271
ES,A,33 wk,inc hosp,3,2700
ES,A,34 wk,inc hosp,3,2852
ES,A,35 wk,inc hosp,3,2516
ES,A,36 wk,inc hosp,3,1797
ES,A,37 wk,inc hosp,3,934
ES,A,38 wk,inc hosp,3,409
ES,A,39 wk,inc hosp,3,145
ES,A,40 wk,inc hosp,3,69
ES,A,41 wk,inc hosp,3,40
ES,A,42 wk,inc hosp,3,31
ES,A,43 wk,inc hosp,3,13
ES,A,44 wk,inc hosp,3,0
ES,A,45 wk,inc hosp,3,0
ES,A,46 wk,inc hosp,3,0
ES,A,47 wk,inc hosp,3,0
ES,A,48 wk,inc hosp,3,0
ES,A,49 wk,inc hosp,3,0
ES,A,50 wk,inc hosp,3,6
ES,A,51 wk,inc hosp,3,39
ES,A,52 wk,inc hosp,3,87
ES,A,1 wk,inc infection,3,535839
ES,A,2 wk,inc infection,3,459397
ES,A,3 wk,inc infection,3,348952
ES,A,4 wk,inc infection,3,851195
ES,A,5 wk,inc infection,3,1533772
ES,A,6 wk,inc infection,3,1555026
ES,A,7 wk,inc infection,3,969147
ES,A,8 wk,inc infection,3,540586
ES,A,9 wk,inc infection,3,403030
ES,A,10 wk,inc infection,3,282510
ES,A,11 wk,inc infection,3,158108
ES,A,12 wk,inc infection,3,77999
ES,A,13 wk,inc infection,3,34691
ES,A,14 wk,inc infection,3,15097
ES,A,15 wk,inc infection,3,6868
ES,A,16 wk,inc infection,3,3595
ES,A,17 wk,inc infection,3,2219
ES,A,18 wk,inc infection,3,1549
ES,A,19 wk,inc infection,3,1239
ES,A,20 wk,inc infection,3,1021
ES,A,21 wk,inc infection,3,1094
ES,A,22 wk,inc infection,3,1204
ES,A,23 wk,inc infection,3,1599
ES,A,24 wk,inc infection,3,2673
ES,A,25 wk,inc infection,3,5796
ES,A,26 wk,inc infection,3,13701
ES,A,27 wk,inc infection,3,31958
ES,A,28 wk,inc infection,3,87601
ES,A,29 wk,inc infection,3,236558
ES,A,30 wk,inc infection,3,506920
ES,A,31 wk,inc infection,3,752472
ES,A,32 wk,inc infection,3,853742
ES,A,33 wk,inc infection,3,824103
ES,A,34 wk,inc infection,3,711100
ES,A,35 wk,inc infection,3,471178
ES,A,36 wk,inc infection,3,233931
ES,A,37 wk,inc infection,3,103975
ES,A,38 wk,inc infection,3,44960
ES,A,39 wk,inc infection,3,20668
ES,A,40 wk,inc infection,3,9812
ES,A,41 wk,inc infection,3,4943
ES,A,42 wk,inc infection,3,2945
ES,A,43 wk,inc infection,3,1784
ES,A,44 wk,inc infection,3,1167
ES,A,45 wk,inc infection,3,914
ES,A,46 wk,inc infection,3,1013
ES,A,47 wk,inc infection,3,1214
ES,A,48 wk,inc infection,3,1723
ES,A,49 wk,inc infection,3,2920
ES,A,50 wk,inc infection,3,5968
ES,A,51 wk,inc infection,3,15101
ES,A,52 wk,inc infection,3,40401
ES,A,1 wk,inc hosp,4,0
ES,A,2 wk,inc hosp,4,32
ES,A,3 wk,inc hosp,4,579
ES,A,4 wk,inc hosp,4,1365
ES,A,5 wk,inc hosp,4,3439
ES,A,6 wk,inc hosp,4,6164
ES,A,7 wk,inc hosp,4,6810
ES,A,8 wk,inc hosp,4,4710
ES,A,9 wk,inc hosp,4,2765
ES,A,10 wk,inc hosp,4,2071
ES,A,11 wk,inc hosp,4,1355
ES,A,12 wk,inc hosp,4,701
ES,A,13 wk,inc hosp,4,398
ES,A,14 wk,inc hosp,4,209
ES,A,15 wk,inc hosp,4,90
ES,A,16 wk,inc hosp,4,24
ES,A,17 wk,inc hosp,4,10
ES,A,18 wk,inc hosp,4,14
ES,A,19 wk,inc hosp,4,9
ES,A,20 wk,inc hosp,4,1
ES,A,21 wk,inc hosp,4,0
ES,A,22 wk,inc hosp,4,1
ES,A,23 wk,inc hosp,4,8
ES,A,24 wk,inc hosp,4,4
ES,A,25 wk,inc hosp,4,5
ES,A,26 wk,inc hosp,4,9
ES,A,27 wk,inc hosp,4,36
ES,A,28 wk,inc hosp,4,173
ES,A,29 wk,inc hosp,4,512
ES,A,30 wk,inc hosp,4,1060
ES,A,31 wk,inc hosp,4,1804
ES,A,32 wk,inc hosp,4,2542
ES,A,33 wk,inc hosp,4,2592
ES,A,34 wk,inc hosp,4,2236
ES,A,35 wk,inc hosp,4,1972
ES,A,36 wk,inc hosp,4,1519
ES,A,37 wk,inc hosp,4,876
ES,A,38 wk,inc hosp,4,438
ES,A,39 wk,inc hosp,4,180
ES,A,40 wk,inc hosp,4,68
ES,A,41 wk,inc hosp,4,6
ES,A,42 wk,inc hosp,4,0
ES,A,43 wk,inc hosp,4,0
ES,A,44 wk,inc hosp,4,0
ES,A,45 wk,inc hosp,4,0
ES,A,46 wk,inc hosp,4,0
ES,A,47 wk,inc hosp,4,0
ES,A,48 wk,inc hosp,4,4
ES,A,49 wk,inc hosp,4,8
ES,A,50 wk,inc hosp,4,24
ES,A,51 wk,inc hosp,4,59
ES,A,52 wk,inc hosp,4,70
ES,A,1 wk,inc infection,4,535839
ES,A,2 wk,inc infection,4,459556
ES,A,3 wk,inc infection,4,351319
ES,A,4 wk,inc infection,4,866578
ES,A,5 wk,inc infection,4,1544024
ES,A,6 wk,inc infection,4,1543448
ES,A,7 wk,inc infection,4,958278
ES,A,8 wk,inc infection,4,532178
ES,A,9 wk,inc infection,4,397861
ES,A,10 wk,inc infection,4,278133
ES,A,11 wk,inc infection,4,157052
ES,A,12 wk,inc infection,4,77893
ES,A,13 wk,inc infection,4,34162
ES,A,14 wk,inc infection,4,14837
ES,A,15 wk,inc infection,4,6710
ES,A,16 wk,inc infection,4,3146
ES,A,17 wk,inc infection,4,1776
ES,A,18 wk,inc infection,4,1320
ES,A,19 wk,inc infection,4,1112
ES,A,20 wk,inc infection,4,1075
ES,A,21 wk,inc infection,4,1034
ES,A,22 wk,inc infection,4,1249
ES,A,23 wk,inc infection,4,1788
ES,A,24 wk,inc infection,4,3294
ES,A,25 wk,inc infection,4,7785
ES,A,26 wk,inc infection,4,19872
ES,A,27 wk,inc infection,4,51619
ES,A,28 wk,inc infection,4,138696
ES,A,29 wk,inc infection,4,339185
ES,A,30 wk,inc infection,4,616992
ES,A,31 wk,inc infection,4,765372
ES,A,32 wk,inc infection,4,741442
ES,A,33 wk,inc infection,4,678499
ES,A,34 wk,inc infection,4,617915
ES,A,35 wk,inc infection,4,425335
ES,A,36 wk,inc infection,4,214385
ES,A,37 wk,inc infection,4,95843
ES,A,38 wk,inc infection,4,42611
ES,A,39 wk,inc infection,4,18815
ES,A,40 wk,inc infection,4,8707
ES,A,41 wk,inc infection,4,4362
ES,A,42 wk,inc infection,4,2429
ES,A,43 wk,inc infection,4,1453
ES,A,44 wk,inc infection,4,1160
ES,A,45 wk,inc infection,4,999
ES,A,46 wk,inc infection,4,890
ES,A,47 wk,inc infection,4,1278
ES,A,48 wk,inc infection,4,2087
ES,A,49 wk,inc infection,4,4238
ES,A,50 wk,inc infection,4,11567
ES,A,51 wk,inc infection,4,34581
ES,A,52 wk,inc infection,4,94403
ES,A,1 wk,inc hosp,5,0
ES,A,2 wk,inc hosp,5,20
ES,A,3 wk,inc hosp,5,574
ES,A,4 wk,inc hosp,5,1493
ES,A,5 wk,inc hosp,5,3445
ES,A,6 wk,inc hosp,5,6021
ES,A,7 wk,inc hosp,5,6589
ES,A,8 wk,inc hosp,5,4652
ES,A,9 wk,inc hosp,5,2757
ES,A,10 wk,inc hosp,5,1971
ES,A,11 wk,inc hosp,5,1399
ES,A,12 wk,inc hosp,5,746
ES,A,13 wk,inc hosp,5,366
ES,A,14 wk,inc hosp,5,131
ES,A,15 wk,inc hosp,5,64
ES,A,16 wk,inc hosp,5,20
ES,A,17 wk,inc hosp,5,0
ES,A,18 wk,inc hosp,5,0
ES,A,19 wk,inc hosp,5,0
ES,A,20 wk,inc hosp,5,0
ES,A,21 wk,inc hosp,5,0
ES,A,22 wk,inc hosp,5,0
ES,A,23 wk,inc hosp,5,2
ES,A,24 wk,inc hosp,5,14
ES,A,25 wk,inc hosp,5,12
ES,A,26 wk,inc hosp,5,10
ES,A,27 wk,inc hosp,5,42
ES,A,28 wk,inc hosp,5,112
ES,A,29 wk,inc hosp,5,358
ES,A,30 wk,inc hosp,5,966
ES,A,31 wk,inc hosp,5,1835
ES,A,32 wk,inc hosp,5,2509
ES,A,33 wk,inc hosp,5,2567
ES,A,34 wk,inc hosp,5,2230
ES,A,35 wk,inc hosp,5,2042
ES,A,36 wk,inc hosp,5,1561
ES,A,37 wk,inc hosp,5,785
ES,A,38 wk,inc hosp,5,393
ES,A,39 wk,inc hosp,5,201
ES,A,40 wk,inc hosp,5,93
ES,A,41 wk,inc hosp,5,52
ES,A,42 wk,inc hosp,5,33
ES,A,43 wk,inc hosp,5,2
ES,A,44 wk,inc hosp,5,0
ES,A,45 wk,inc hosp,5,0
ES,A,46 wk,inc hosp,5,0
ES,A,47 wk,inc hosp,5,0
ES,A,48 wk,inc hosp,5,7
ES,A,49 wk,inc hosp,5,16
ES,A,50 wk,inc hosp,5,26
ES,A,51 wk,inc hosp,5,44
ES,A,52 wk,inc hosp,5,146
ES,A,1 wk,inc infection,5,535839
ES,A,2 wk,inc infection,5,459555
ES,A,3 wk,inc infection,5,351396
ES,A,4 wk,inc infection,5,856546
ES,A,5 wk,inc infection,5,1529610
ES,A,6 wk,inc infection,5,1539311
ES,A,7 wk,inc infection,5,963707
ES,A,8 wk,inc infection,5,544697
ES,A,9 wk,inc infection,5,413897
ES,A,10 wk,inc infection,5,292390
ES,A,11 wk,inc infection,5,164381
ES,A,12 wk,inc infection,5,78624
ES,A,13 wk,inc infection,5,33208
ES,A,14 wk,inc infection,5,13742
ES,A,15 wk,inc infection,5,6351
ES,A,16 wk,inc infection,5,2819
ES,A,17 wk,inc infection,5,1608
ES,A,18 wk,inc infection,5,1208
ES,A,19 wk,inc infection,5,827
ES,A,20 wk,inc infection,5,749
ES,A,21 wk,inc infection,5,800
ES,A,22 wk,inc infection,5,964
ES,A,23 wk,inc infection,5,1672
ES,A,24 wk,inc infection,5,3117
ES,A,25 wk,inc infection,5,7366
ES,A,26 wk,inc infection,5,18084
ES,A,27 wk,inc infection,5,47991
ES,A,28 wk,inc infection,5,132045
ES,A,29 wk,inc infection,5,333667
ES,A,30 wk,inc infection,5,628957
ES,A,31 wk,inc infection,5,790967
ES,A,32 wk,inc infection,5,751751
ES,A,33 wk,inc infection,5,654609
ES,A,34 wk,inc infection,5,580685
ES,A,35 wk,inc infection,5,404797
ES,A,36 wk,inc infection,5,207867
ES,A,37 wk,inc infection,5,95865
ES,A,38 wk,inc infection,5,44053
ES,A,39 wk,inc infection,5,20601
ES,A,40 wk,inc infection,5,10008
ES,A,41 wk,inc infection,5,4795
ES,A,42 wk,inc infection,5,2520
ES,A,43 wk,inc infection,5,1539
ES,A,44 wk,inc infection,5,1038
ES,A,45 wk,inc infection,5,813
ES,A,46 wk,inc infection,5,916
ES,A,47 wk,inc infection,5,1355
ES,A,48 wk,inc infection,5,2319
ES,A,49 wk,inc infection,5,4945
ES,A,50 wk,inc infection,5,11168
ES,A,51 wk,inc infection,5,31301
ES,A,52 wk,inc infection,5,95327
ES,A,1 wk,inc hosp,6,0
ES,A,2 wk,inc hosp,6,30
ES,A,3 wk,inc hosp,6,537
ES,A,4 wk,inc hosp,6,1411
ES,A,5 wk,inc hosp,6,3660
ES,A,6 wk,inc hosp,6,6221
ES,A,7 wk,inc hosp,6,6638
ES,A,8 wk,inc hosp,6,4649
ES,A,9 wk,inc hosp,6,2928
ES,A,10 wk,inc hosp,6,2147
ES,A,11 wk,inc hosp,6,1517
ES,A,12 wk,inc hosp,6,830
ES,A,13 wk,inc hosp,6,418
ES,A,14 wk,inc hosp,6,153
ES,A,15 wk,inc hosp,6,34
ES,A,16 wk,inc hosp,6,18
ES,A,17 wk,inc hosp,6,0
ES,A,18 wk,inc hosp,6,0
ES,A,19 wk,inc hosp,6,0
ES,A,20 wk,inc hosp,6,0
ES,A,21 wk,inc hosp,6,0
ES,A,22 wk,inc hosp,6,0
ES,A,23 wk,inc hosp,6,0
ES,A,24 wk,inc hosp,6,0
ES,A,25 wk,inc hosp,6,0
ES,A,26 wk,inc hosp,6,15
ES,A,27 wk,inc hosp,6,45
ES,A,28 wk,inc hosp,6,140
ES,A,29 wk,inc hosp,6,253
ES,A,30 wk,inc hosp,6,650
ES,A,31 wk,inc hosp,6,1553
ES,A,32 wk,inc hosp,6,2482
ES,A,33 wk,inc hosp,6,2872
ES,A,34 wk,inc hosp,6,2890
ES,A,35 wk,inc hosp,6,2543
ES,A,36 wk,inc hosp,6,1949
ES,A,37 wk,inc hosp,6,946
ES,A,38 wk,inc hosp,6,361
ES,A,39 wk,inc hosp,6,165
ES,A,40 wk,inc hosp,6,73
ES,A,41 wk,inc hosp,6,53
ES,A,42 wk,inc hosp,6,24
ES,A,43 wk,inc hosp,6,6
ES,A,44 wk,inc hosp,6,5
ES,A,45 wk,inc hosp,6,0
ES,A,46 wk,inc hosp,6,0
ES,A,47 wk,inc hosp,6,0
ES,A,48 wk,inc hosp,6,0
ES,A,49 wk,inc hosp,6,3
ES,A,50 wk,inc hosp,6,2
ES,A,51 wk,inc hosp,6,0
ES,A,52 wk,inc hosp,6,10
ES,A,1 wk,inc infection,6,535839
ES,A,2 wk,inc infection,6,459533
ES,A,3 wk,inc infection,6,350372
ES,A,4 wk,inc infection,6,869419
ES,A,5 wk,inc infection,6,1546257
ES,A,6 wk,inc infection,6,1536892
ES,A,7 wk,inc infection,6,949244
ES,A,8 wk,inc infection,6,531995
ES,A,9 wk,inc infection,6,398842
ES,A,10 wk,inc infection,6,283861
ES,A,11 wk,inc infection,6,162196
ES,A,12 wk,inc infection,6,80736
ES,A,13 wk,inc infection,6,34355
ES,A,14 wk,inc infection,6,14657
ES,A,15 wk,inc infection,6,6311
ES,A,16 wk,inc infection,6,3260
ES,A,17 wk,inc infection,6,1852
ES,A,18 wk,inc infection,6,1155
ES,A,19 wk,inc infection,6,812
ES,A,20 wk,inc infection,6,732
ES,A,21 wk,inc infection,6,872
ES,A,22 wk,inc infection,6,1050
ES,A,23 wk,inc infection,6,1406
ES,A,24 wk,inc infection,6,2235
ES,A,25 wk,inc infection,6,4748
ES,A,26 wk,inc infection,6,10920
ES,A,27 wk,inc infection,6,26862
ES,A,28 wk,inc infection,6,74175
ES,A,29 wk,inc infection,6,206821
ES,A,30 wk,inc infection,6,496422
ES,A,31 wk,inc infection,6,796381
ES,A,32 wk,inc infection,6,860572
ES,A,33 wk,inc infection,6,790370
ES,A,34 wk,inc infection,6,744267
ES,A,35 wk,inc infection,6,519907
ES,A,36 wk,inc infection,6,256089
ES,A,37 wk,inc infection,6,110428
ES,A,38 wk,inc infection,6,47030
ES,A,39 wk,inc infection,6,20634
ES,A,40 wk,inc infection,6,9433
ES,A,41 wk,inc infection,6,4795
ES,A,42 wk,inc infection,6,2446
ES,A,43 wk,inc infection,6,1262
ES,A,44 wk,inc infection,6,828
ES,A,45 wk,inc infection,6,653
ES,A,46 wk,inc infection,6,511
ES,A,47 wk,inc infection,6,627
ES,A,48 wk,inc infection,6,808
ES,A,49 wk,inc infection,6,1224
ES,A,50 wk,inc infection,6,2587
ES,A,51 wk,inc infection,6,6333
ES,A,52 wk,inc infection,6,17730
ES,A,1 wk,inc hosp,7,0
ES,A,2 wk,inc hosp,7,25
ES,A,3 wk,inc hosp,7,490
ES,A,4 wk,inc hosp,7,1372
ES,A,5 wk,inc hosp,7,3408
ES,A,6 wk,inc hosp,7,6390
ES,A,7 wk,inc hosp,7,6750
ES,A,8 wk,inc hosp,7,4617
ES,A,9 wk,inc hosp,7,2685
ES,A,10 wk,inc hosp,7,2085
ES,A,11 wk,inc hosp,7,1538
ES,A,12 wk,inc hosp,7,890
ES,A,13 wk,inc hosp,7,461
ES,A,14 wk,inc hosp,7,191
ES,A,15 wk,inc hosp,7,96
ES,A,16 wk,inc hosp,7,55
ES,A,17 wk,inc hosp,7,22
ES,A,18 wk,inc hosp,7,19
ES,A,19 wk,inc hosp,7,19
ES,A,20 wk,inc hosp,7,6
ES,A,21 wk,inc hosp,7,8
ES,A,22 wk,inc hosp,7,6
ES,A,23 wk,inc hosp,7,9
ES,A,24 wk,inc hosp,7,16
ES,A,25 wk,inc hosp,7,34
ES,A,26 wk,inc hosp,7,53
ES,A,27 wk,inc hosp,7,84
ES,A,28 wk,inc hosp,7,239
ES,A,29 wk,inc hosp,7,592
ES,A,30 wk,inc hosp,7,1175
ES,A,31 wk,inc hosp,7,1801
ES,A,32 wk,inc hosp,7,2338
ES,A,33 wk,inc hosp,7,2429
ES,A,34 wk,inc hosp,7,2181
ES,A,35 wk,inc hosp,7,1827
ES,A,36 wk,inc hosp,7,1414
ES,A,37 wk,inc hosp,7,777
ES,A,38 wk,inc hosp,7,369
ES,A,39 wk,inc hosp,7,144
ES,A,40 wk,inc hosp,7,38
ES,A,41 wk,inc hosp,7,25
ES,A,42 wk,inc hosp,7,28
ES,A,43 wk,inc hosp,7,16
ES,A,44 wk,inc hosp,7,7
ES,A,45 wk,inc hosp,7,5
ES,A,46 wk,inc hosp,7,2
ES,A,47 wk,inc hosp,7,13
ES,A,48 wk,inc hosp,7,12
ES,A,49 wk,inc hosp,7,39
ES,A,50 wk,inc hosp,7,54
ES,A,51 wk,inc hosp,7,100
ES,A,52 wk,inc hosp,7,280
ES,A,1 wk,inc infection,7,535839
ES,A,2 wk,inc infection,7,459492
ES,A,3 wk,inc infection,7,353206
ES,A,4 wk,inc infection,7,864875
ES,A,5 wk,inc infection,7,1535829
ES,A,6 wk,inc infection,7,1546195
ES,A,7 wk,inc infection,7,965673
ES,A,8 wk,inc infection,7,535005
ES,A,9 wk,inc infection,7,395373
ES,A,10 wk,inc infection,7,277214
ES,A,11 wk,inc infection,7,159349
ES,A,12 wk,inc infection,7,80106
ES,A,13 wk,inc infection,7,35439
ES,A,14 wk,inc infection,7,15510
ES,A,15 wk,inc infection,7,7185
ES,A,16 wk,inc infection,7,3105
ES,A,17 wk,inc infection,7,1734
