location,target_end_date,target_variable,value,scenario_id,origin_date,horizon,type,quantile
AT,2022-03-05,inc death,224,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
AT,2022-03-05,inc death,230,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
AT,2022-03-05,inc death,237,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
AT,2022-03-05,inc death,245,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
AT,2022-03-05,inc death,255,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
AT,2022-03-05,inc death,270,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
AT,2022-03-05,inc death,283,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
AT,2022-03-05,inc death,297,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
AT,2022-03-05,inc death,142,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
AT,2022-03-05,inc death,162,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
AT,2022-03-05,inc death,178,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
AT,2022-03-05,inc death,198,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
AT,2022-03-05,inc death,211,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
AT,2022-03-05,inc death,221,B-2022-03-02,2022-02-26,1 wk,quantile,0.2
AT,2022-03-05,inc death,230,B-2022-03-02,2022-02-26,1 wk,quantile,0.25
AT,2022-03-05,inc death,238,B-2022-03-02,2022-02-26,1 wk,quantile,0.3
AT,2022-03-05,inc death,246,B-2022-03-02,2022-02-26,1 wk,quantile,0.35
AT,2022-03-05,inc death,253,B-2022-03-02,2022-02-26,1 wk,quantile,0.4
AT,2022-03-05,inc death,259,B-2022-03-02,2022-02-26,1 wk,quantile,0.45
AT,2022-03-05,inc death,266,B-2022-03-02,2022-02-26,1 wk,quantile,0.5
AT,2022-03-05,inc death,273,B-2022-03-02,2022-02-26,1 wk,quantile,0.55
AT,2022-03-05,inc death,279,B-2022-03-02,2022-02-26,1 wk,quantile,0.6
AT,2022-03-05,inc death,286,B-2022-03-02,2022-02-26,1 wk,quantile,0.65
AT,2022-03-05,inc death,294,B-2022-03-02,2022-02-26,1 wk,quantile,0.7
AT,2022-03-05,inc death,302,B-2022-03-02,2022-02-26,1 wk,quantile,0.75
AT,2022-03-05,inc death,311,B-2022-03-02,2022-02-26,1 wk,quantile,0.8
AT,2022-03-05,inc death,321,B-2022-03-02,2022-02-26,1 wk,quantile,0.85
AT,2022-03-05,inc death,334,B-2022-03-02,2022-02-26,1 wk,quantile,0.9
AT,2022-03-05,inc death,354,B-2022-03-02,2022-02-26,1 wk,quantile,0.95
AT,2022-03-05,inc death,370,B-2022-03-02,2022-02-26,1 wk,quantile,0.975
AT,2022-03-05,inc death,390,B-2022-03-02,2022-02-26,1 wk,quantile,0.99
AT,2022-03-12,inc case,122595,A-2022-03-02,2022-02-26,2 wk,quantile,0.01
AT,2022-03-12,inc case,139395,A-2022-03-02,2022-02-26,2 wk,quantile,0.025
AT,2022-03-12,inc case,153844,A-2022-03-02,2022-02-26,2 wk,quantile,0.05
AT,2022-03-12,inc case,170502,A-2022-03-02,2022-02-26,2 wk,quantile,0.1
AT,2022-03-12,inc case,181741,A-2022-03-02,2022-02-26,2 wk,quantile,0.15
AT,2022-03-12,inc case,190674,A-2022-03-02,2022-02-26,2 wk,quantile,0.2
AT,2022-03-12,inc case,198338,A-2022-03-02,2022-02-26,2 wk,quantile,0.25
AT,2022-03-12,inc case,205220,A-2022-03-02,2022-02-26,2 wk,quantile,0.3
AT,2022-03-12,inc case,211597,A-2022-03-02,2022-02-26,2 wk,quantile,0.35
AT,2022-03-12,inc case,217648,A-2022-03-02,2022-02-26,2 wk,quantile,0.4
AT,2022-03-12,inc case,223503,A-2022-03-02,2022-02-26,2 wk,quantile,0.45
AT,2022-03-12,inc case,229265,A-2022-03-02,2022-02-26,2 wk,quantile,0.5
AT,2022-03-12,inc case,235027,A-2022-03-02,2022-02-26,2 wk,quantile,0.55
AT,2022-03-12,inc case,240882,A-2022-03-02,2022-02-26,2 wk,quantile,0.6
AT,2022-03-12,inc case,246933,A-2022-03-02,2022-02-26,2 wk,quantile,0.65
AT,2022-03-12,inc case,253310,A-2022-03-02,2022-02-26,2 wk,quantile,0.7
AT,2022-03-12,inc case,260192,A-2022-03-02,2022-02-26,2 wk,quantile,0.75
AT,2022-03-12,inc case,267856,A-2022-03-02,2022-02-26,2 wk,quantile,0.8
AT,2022-03-12,inc case,276789,A-2022-03-02,2022-02-26,2 wk,quantile,0.85
AT,2022-03-12,inc case,288028,A-2022-03-02,2022-02-26,2 wk,quantile,0.9
AT,2022-03-12,inc case,304686,A-2022-03-02,2022-02-26,2 wk,quantile,0.95
AT,2022-03-12,inc case,319135,A-2022-03-02,2022-02-26,2 wk,quantile,0.975
AT,2022-03-12,inc case,335935,A-2022-03-02,2022-02-26,2 wk,quantile,0.99
AT,2022-03-12,inc case,158522,B-2022-03-02,2022-02-26,2 wk,quantile,0.01
AT,2022-03-12,inc case,180246,B-2022-03-02,2022-02-26,2 wk,quantile,0.025
AT,2022-03-12,inc case,198929,B-2022-03-02,2022-02-26,2 wk,quantile,0.05
AT,2022-03-12,inc case,220469,B-2022-03-02,2022-02-26,2 wk,quantile,0.1
AT,2022-03-12,inc case,235002,B-2022-03-02,2022-02-26,2 wk,quantile,0.15
AT,2022-03-12,inc case,246553,B-2022-03-02,2022-02-26,2 wk,quantile,0.2
AT,2022-03-12,inc case,256462,B-2022-03-02,2022-02-26,2 wk,quantile,0.25
AT,2022-03-12,inc case,265361,B-2022-03-02,2022-02-26,2 wk,quantile,0.3
AT,2022-03-12,inc case,273607,B-2022-03-02,2022-02-26,2 wk,quantile,0.35
AT,2022-03-12,inc case,281432,B-2022-03-02,2022-02-26,2 wk,quantile,0.4
AT,2022-03-12,inc case,289002,B-2022-03-02,2022-02-26,2 wk,quantile,0.45
AT,2022-03-12,inc case,296453,B-2022-03-02,2022-02-26,2 wk,quantile,0.5
AT,2022-03-12,inc case,303904,B-2022-03-02,2022-02-26,2 wk,quantile,0.55
AT,2022-03-12,inc case,311474,B-2022-03-02,2022-02-26,2 wk,quantile,0.6
AT,2022-03-12,inc case,319299,B-2022-03-02,2022-02-26,2 wk,quantile,0.65
AT,2022-03-12,inc case,327545,B-2022-03-02,2022-02-26,2 wk,quantile,0.7
AT,2022-03-12,inc case,336444,B-2022-03-02,2022-02-26,2 wk,quantile,0.75
AT,2022-03-12,inc case,346353,B-2022-03-02,2022-02-26,2 wk,quantile,0.8
AT,2022-03-12,inc case,357904,B-2022-03-02,2022-02-26,2 wk,quantile,0.85
AT,2022-03-12,inc case,372437,B-2022-03-02,2022-02-26,2 wk,quantile,0.9
AT,2022-03-12,inc case,393977,B-2022-03-02,2022-02-26,2 wk,quantile,0.95
AT,2022-03-12,inc case,412660,B-2022-03-02,2022-02-26,2 wk,quantile,0.975
AT,2022-03-12,inc case,434384,B-2022-03-02,2022-02-26,2 wk,quantile,0.99
AT,2022-03-12,inc death,130,A-2022-03-02,2022-02-26,2 wk,quantile,0.01
AT,2022-03-12,inc death,148,A-2022-03-02,2022-02-26,2 wk,quantile,0.025
AT,2022-03-12,inc death,163,A-2022-03-02,2022-02-26,2 wk,quantile,0.05
AT,2022-03-12,inc death,181,A-2022-03-02,2022-02-26,2 wk,quantile,0.1
AT,2022-03-12,inc death,193,A-2022-03-02,2022-02-26,2 wk,quantile,0.15
AT,2022-03-12,inc death,202,A-2022-03-02,2022-02-26,2 wk,quantile,0.2
AT,2022-03-12,inc death,210,A-2022-03-02,2022-02-26,2 wk,quantile,0.25
AT,2022-03-12,inc death,218,A-2022-03-02,2022-02-26,2 wk,quantile,0.3
AT,2022-03-12,inc death,224,A-2022-03-02,2022-02-26,2 wk,quantile,0.35
AT,2022-03-12,inc death,231,A-2022-03-02,2022-02-26,2 wk,quantile,0.4
AT,2022-03-12,inc death,237,A-2022-03-02,2022-02-26,2 wk,quantile,0.45
AT,2022-03-12,inc death,243,A-2022-03-02,2022-02-26,2 wk,quantile,0.5
AT,2022-03-12,inc death,249,A-2022-03-02,2022-02-26,2 wk,quantile,0.55
AT,2022-03-12,inc death,255,A-2022-03-02,2022-02-26,2 wk,quantile,0.6
AT,2022-03-12,inc death,262,A-2022-03-02,2022-02-26,2 wk,quantile,0.65
AT,2022-03-12,inc death,268,A-2022-03-02,2022-02-26,2 wk,quantile,0.7
AT,2022-03-12,inc death,276,A-2022-03-02,2022-02-26,2 wk,quantile,0.75
AT,2022-03-12,inc death,284,A-2022-03-02,2022-02-26,2 wk,quantile,0.8
AT,2022-03-12,inc death,293,A-2022-03-02,2022-02-26,2 wk,quantile,0.85
AT,2022-03-12,inc death,305,A-2022-03-02,2022-02-26,2 wk,quantile,0.9
AT,2022-03-12,inc death,323,A-2022-03-02,2022-02-26,2 wk,quantile,0.95
AT,2022-03-12,inc death,338,A-2022-03-02,2022-02-26,2 wk,quantile,0.975
AT,2022-03-12,inc death,356,A-2022-03-02,2022-02-26,2 wk,quantile,0.99
AT,2022-03-12,inc death,168,B-2022-03-02,2022-02-26,2 wk,quantile,0.01
AT,2022-03-12,inc death,192,B-2022-03-02,2022-02-26,2 wk,quantile,0.025
AT,2022-03-12,inc death,211,B-2022-03-02,2022-02-26,2 wk,quantile,0.05
AT,2022-03-12,inc death,234,B-2022-03-02,2022-02-26,2 wk,quantile,0.1
AT,2022-03-12,inc death,250,B-2022-03-02,2022-02-26,2 wk,quantile,0.15
AT,2022-03-12,inc death,262,B-2022-03-02,2022-02-26,2 wk,quantile,0.2
AT,2022-03-12,inc death,273,B-2022-03-02,2022-02-26,2 wk,quantile,0.25
AT,2022-03-12,inc death,282,B-2022-03-02,2022-02-26,2 wk,quantile,0.3
AT,2022-03-12,inc death,291,B-2022-03-02,2022-02-26,2 wk,quantile,0.35
AT,2022-03-12,inc death,299,B-2022-03-02,2022-02-26,2 wk,quantile,0.4
AT,2022-03-12,inc death,307,B-2022-03-02,2022-02-26,2 wk,quantile,0.45
AT,2022-03-12,inc death,315,B-2022-03-02,2022-02-26,2 wk,quantile,0.5
AT,2022-03-12,inc death,323,B-2022-03-02,2022-02-26,2 wk,quantile,0.55
AT,2022-03-12,inc death,331,B-2022-03-02,2022-02-26,2 wk,quantile,0.6
AT,2022-03-12,inc death,339,B-2022-03-02,2022-02-26,2 wk,quantile,0.65
AT,2022-03-12,inc death,348,B-2022-03-02,2022-02-26,2 wk,quantile,0.7
AT,2022-03-12,inc death,357,B-2022-03-02,2022-02-26,2 wk,quantile,0.75
AT,2022-03-12,inc death,368,B-2022-03-02,2022-02-26,2 wk,quantile,0.8
AT,2022-03-12,inc death,380,B-2022-03-02,2022-02-26,2 wk,quantile,0.85
AT,2022-03-12,inc death,396,B-2022-03-02,2022-02-26,2 wk,quantile,0.9
AT,2022-03-12,inc death,419,B-2022-03-02,2022-02-26,2 wk,quantile,0.95
AT,2022-03-12,inc death,438,B-2022-03-02,2022-02-26,2 wk,quantile,0.975
AT,2022-03-12,inc death,462,B-2022-03-02,2022-02-26,2 wk,quantile,0.99
BE,2022-03-05,inc case,24070,A-2022-03-02,2022-02-26,1 wk,quantile,0.01
BE,2022-03-05,inc case,27369,A-2022-03-02,2022-02-26,1 wk,quantile,0.025
BE,2022-03-05,inc case,30206,A-2022-03-02,2022-02-26,1 wk,quantile,0.05
BE,2022-03-05,inc case,33476,A-2022-03-02,2022-02-26,1 wk,quantile,0.1
BE,2022-03-05,inc case,35683,A-2022-03-02,2022-02-26,1 wk,quantile,0.15
BE,2022-03-05,inc case,37437,A-2022-03-02,2022-02-26,1 wk,quantile,0.2
BE,2022-03-05,inc case,38942,A-2022-03-02,2022-02-26,1 wk,quantile,0.25
BE,2022-03-05,inc case,40293,A-2022-03-02,2022-02-26,1 wk,quantile,0.3
BE,2022-03-05,inc case,41545,A-2022-03-02,2022-02-26,1 wk,quantile,0.35
BE,2022-03-05,inc case,42733,A-2022-03-02,2022-02-26,1 wk,quantile,0.4
BE,2022-03-05,inc case,43883,A-2022-03-02,2022-02-26,1 wk,quantile,0.45
BE,2022-03-05,inc case,45014,A-2022-03-02,2022-02-26,1 wk,quantile,0.5
BE,2022-03-05,inc case,46145,A-2022-03-02,2022-02-26,1 wk,quantile,0.55
BE,2022-03-05,inc case,47295,A-2022-03-02,2022-02-26,1 wk,quantile,0.6
BE,2022-03-05,inc case,48483,A-2022-03-02,2022-02-26,1 wk,quantile,0.65
BE,2022-03-05,inc case,49735,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
BE,2022-03-05,inc case,51086,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
BE,2022-03-05,inc case,52591,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
BE,2022-03-05,inc case,54345,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
BE,2022-03-05,inc case,56552,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
BE,2022-03-05,inc case,59822,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
BE,2022-03-05,inc case,62659,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
BE,2022-03-05,inc case,65958,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
BE,2022-03-05,inc case,31482,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
BE,2022-03-05,inc case,35796,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
BE,2022-03-05,inc case,39507,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
BE,2022-03-05,inc case,43785,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
BE,2022-03-05,inc case,46671,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
BE,2022-03-05,inc case,48965,B-2022-03-02,2022-02-26,1 wk,quantile,0.2
BE,2022-03-05,inc case,50933,B-2022-03-02,2022-02-26,1 wk,quantile,0.25
BE,2022-03-05,inc case,52700,B-2022-03-02,2022-02-26,1 wk,quantile,0.3
BE,2022-03-05,inc case,54338,B-2022-03-02,2022-02-26,1 wk,quantile,0.35
BE,2022-03-05,inc case,55892,B-2022-03-02,2022-02-26,1 wk,quantile,0.4
BE,2022-03-05,inc case,57395,B-2022-03-02,2022-02-26,1 wk,quantile,0.45
BE,2022-03-05,inc case,58875,B-2022-03-02,2022-02-26,1 wk,quantile,0.5
BE,2022-03-05,inc case,60355,B-2022-03-02,2022-02-26,1 wk,quantile,0.55
BE,2022-03-05,inc case,61858,B-2022-03-02,2022-02-26,1 wk,quantile,0.6
BE,2022-03-05,inc case,63412,B-2022-03-02,2022-02-26,1 wk,quantile,0.65
BE,2022-03-05,inc case,65050,B-2022-03-02,2022-02-26,1 wk,quantile,0.7
BE,2022-03-05,inc case,66817,B-2022-03-02,2022-02-26,1 wk,quantile,0.75
BE,2022-03-05,inc case,68785,B-2022-03-02,2022-02-26,1 wk,quantile,0.8
BE,2022-03-05,inc case,71079,B-2022-03-02,2022-02-26,1 wk,quantile,0.85
BE,2022-03-05,inc case,73965,B-2022-03-02,2022-02-26,1 wk,quantile,0.9
BE,2022-03-05,inc case,78243,B-2022-03-02,2022-02-26,1 wk,quantile,0.95
BE,2022-03-05,inc case,81954,B-2022-03-02,2022-02-26,1 wk,quantile,0.975
BE,2022-03-05,inc case,86268,B-2022-03-02,2022-02-26,1 wk,quantile,0.99
BE,2022-03-05,inc death,97,A-2022-03-02,2022-02-26,1 wk,quantile,0.01
BE,2022-03-05,inc death,111,A-2022-03-02,2022-02-26,1 wk,quantile,0.025
BE,2022-03-05,inc death,122,A-2022-03-02,2022-02-26,1 wk,quantile,0.05
BE,2022-03-05,inc death,135,A-2022-03-02,2022-02-26,1 wk,quantile,0.1
BE,2022-03-05,inc death,144,A-2022-03-02,2022-02-26,1 wk,quantile,0.15
BE,2022-03-05,inc death,151,A-2022-03-02,2022-02-26,1 wk,quantile,0.2
BE,2022-03-05,inc death,157,A-2022-03-02,2022-02-26,1 wk,quantile,0.25
BE,2022-03-05,inc death,163,A-2022-03-02,2022-02-26,1 wk,quantile,0.3
BE,2022-03-05,inc death,168,A-2022-03-02,2022-02-26,1 wk,quantile,0.35
BE,2022-03-05,inc death,173,A-2022-03-02,2022-02-26,1 wk,quantile,0.4
BE,2022-03-05,inc death,177,A-2022-03-02,2022-02-26,1 wk,quantile,0.45
BE,2022-03-05,inc death,182,A-2022-03-02,2022-02-26,1 wk,quantile,0.5
BE,2022-03-05,inc death,187,A-2022-03-02,2022-02-26,1 wk,quantile,0.55
BE,2022-03-05,inc death,191,A-2022-03-02,2022-02-26,1 wk,quantile,0.6
BE,2022-03-05,inc death,196,A-2022-03-02,2022-02-26,1 wk,quantile,0.65
BE,2022-03-05,inc death,201,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
BE,2022-03-05,inc death,207,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
BE,2022-03-05,inc death,213,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
BE,2022-03-05,inc death,220,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
BE,2022-03-05,inc death,229,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
BE,2022-03-05,inc death,242,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
BE,2022-03-05,inc death,253,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
BE,2022-03-05,inc death,267,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
BE,2022-03-05,inc death,127,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
BE,2022-03-05,inc death,145,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
BE,2022-03-05,inc death,160,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
BE,2022-03-05,inc death,177,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
BE,2022-03-05,inc death,189,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
BE,2022-03-05,inc death,198,B-2022-03-02,2022-02-26,1 wk,quantile,0.2
BE,2022-03-05,inc death,206,B-2022-03-02,2022-02-26,1 wk,quantile,0.25
BE,2022-03-05,inc death,213,B-2022-03-02,2022-02-26,1 wk,quantile,0.3
BE,2022-03-05,inc death,220,B-2022-03-02,2022-02-26,1 wk,quantile,0.35
BE,2022-03-05,inc death,226,B-2022-03-02,2022-02-26,1 wk,quantile,0.4
BE,2022-03-05,inc death,232,B-2022-03-02,2022-02-26,1 wk,quantile,0.45
BE,2022-03-05,inc death,238,B-2022-03-02,2022-02-26,1 wk,quantile,0.5
BE,2022-03-05,inc death,244,B-2022-03-02,2022-02-26,1 wk,quantile,0.55
BE,2022-03-05,inc death,250,B-2022-03-02,2022-02-26,1 wk,quantile,0.6
BE,2022-03-05,inc death,256,B-2022-03-02,2022-02-26,1 wk,quantile,0.65
BE,2022-03-05,inc death,263,B-2022-03-02,2022-02-26,1 wk,quantile,0.7
BE,2022-03-05,inc death,270,B-2022-03-02,2022-02-26,1 wk,quantile,0.75
BE,2022-03-05,inc death,278,B-2022-03-02,2022-02-26,1 wk,quantile,0.8
BE,2022-03-05,inc death,287,B-2022-03-02,2022-02-26,1 wk,quantile,0.85
BE,2022-03-05,inc death,299,B-2022-03-02,2022-02-26,1 wk,quantile,0.9
BE,2022-03-05,inc death,316,B-2022-03-02,2022-02-26,1 wk,quantile,0.95
BE,2022-03-05,inc death,331,B-2022-03-02,2022-02-26,1 wk,quantile,0.975
BE,2022-03-05,inc death,349,B-2022-03-02,2022-02-26,1 wk,quantile,0.99
BE,2022-03-05,inc hosp,540,A-2022-03-02,2022-02-26,1 wk,quantile,0.01
BE,2022-03-05,inc hosp,613,A-2022-03-02,2022-02-26,1 wk,quantile,0.025
BE,2022-03-05,inc hosp,677,A-2022-03-02,2022-02-26,1 wk,quantile,0.05
BE,2022-03-05,inc hosp,750,A-2022-03-02,2022-02-26,1 wk,quantile,0.1
BE,2022-03-05,inc hosp,800,A-2022-03-02,2022-02-26,1 wk,quantile,0.15
BE,2022-03-05,inc hosp,839,A-2022-03-02,2022-02-26,1 wk,quantile,0.2
BE,2022-03-05,inc hosp,873,A-2022-03-02,2022-02-26,1 wk,quantile,0.25
BE,2022-03-05,inc hosp,903,A-2022-03-02,2022-02-26,1 wk,quantile,0.3
BE,2022-03-05,inc hosp,931,A-2022-03-02,2022-02-26,1 wk,quantile,0.35
BE,2022-03-05,inc hosp,958,A-2022-03-02,2022-02-26,1 wk,quantile,0.4
BE,2022-03-05,inc hosp,984,A-2022-03-02,2022-02-26,1 wk,quantile,0.45
BE,2022-03-05,inc hosp,1009,A-2022-03-02,2022-02-26,1 wk,quantile,0.5
BE,2022-03-05,inc hosp,1034,A-2022-03-02,2022-02-26,1 wk,quantile,0.55
BE,2022-03-05,inc hosp,1060,A-2022-03-02,2022-02-26,1 wk,quantile,0.6
BE,2022-03-05,inc hosp,1087,A-2022-03-02,2022-02-26,1 wk,quantile,0.65
BE,2022-03-05,inc hosp,1115,A-2022-03-02,2022-02-26,1 wk,quantile,0.7
BE,2022-03-05,inc hosp,1145,A-2022-03-02,2022-02-26,1 wk,quantile,0.75
BE,2022-03-05,inc hosp,1179,A-2022-03-02,2022-02-26,1 wk,quantile,0.8
BE,2022-03-05,inc hosp,1218,A-2022-03-02,2022-02-26,1 wk,quantile,0.85
BE,2022-03-05,inc hosp,1268,A-2022-03-02,2022-02-26,1 wk,quantile,0.9
BE,2022-03-05,inc hosp,1341,A-2022-03-02,2022-02-26,1 wk,quantile,0.95
BE,2022-03-05,inc hosp,1405,A-2022-03-02,2022-02-26,1 wk,quantile,0.975
BE,2022-03-05,inc hosp,1478,A-2022-03-02,2022-02-26,1 wk,quantile,0.99
BE,2022-03-05,inc hosp,705,B-2022-03-02,2022-02-26,1 wk,quantile,0.01
BE,2022-03-05,inc hosp,802,B-2022-03-02,2022-02-26,1 wk,quantile,0.025
BE,2022-03-05,inc hosp,885,B-2022-03-02,2022-02-26,1 wk,quantile,0.05
BE,2022-03-05,inc hosp,981,B-2022-03-02,2022-02-26,1 wk,quantile,0.1
BE,2022-03-05,inc hosp,1046,B-2022-03-02,2022-02-26,1 wk,quantile,0.15
