"location","scenario_id","origin_date","target_end_date","horizon","target_variable","sample","value"
"BE","C-2022-05-22","2022-05-22","2022-10-15","21 wk","inc infection","2","292575"
"BE","C-2022-05-22","2022-05-22","2022-10-22","22 wk","inc infection","2","275829"
"BE","C-2022-05-22","2022-05-22","2022-10-29","23 wk","inc infection","2","247077"
"BE","C-2022-05-22","2022-05-22","2022-11-05","24 wk","inc infection","2","215848"
"BE","C-2022-05-22","2022-05-22","2022-11-12","25 wk","inc infection","2","186587"
"BE","C-2022-05-22","2022-05-22","2022-11-19","26 wk","inc infection","2","163543"
"BE","C-2022-05-22","2022-05-22","2022-11-26","27 wk","inc infection","2","145414"
"BE","C-2022-05-22","2022-05-22","2022-12-03","28 wk","inc infection","2","133546"
"BE","C-2022-05-22","2022-05-22","2022-12-10","29 wk","inc infection","2","125767"
"BE","C-2022-05-22","2022-05-22","2022-12-17","30 wk","inc infection","2","121218"
"BE","C-2022-05-22","2022-05-22","2022-12-24","31 wk","inc infection","2","120061"
"BE","C-2022-05-22","2022-05-22","2022-12-31","32 wk","inc infection","2","121858"
"BE","C-2022-05-22","2022-05-22","2023-01-07","33 wk","inc infection","2","126707"
"BE","C-2022-05-22","2022-05-22","2023-01-14","34 wk","inc infection","2","132529"
"BE","C-2022-05-22","2022-05-22","2023-01-21","35 wk","inc infection","2","140742"
"BE","C-2022-05-22","2022-05-22","2023-01-28","36 wk","inc infection","2","149142"
"BE","C-2022-05-22","2022-05-22","2023-02-04","37 wk","inc infection","2","158257"
"BE","C-2022-05-22","2022-05-22","2023-02-11","38 wk","inc infection","2","166338"
"BE","C-2022-05-22","2022-05-22","2023-02-18","39 wk","inc infection","2","174438"
"BE","C-2022-05-22","2022-05-22","2023-02-25","40 wk","inc infection","2","180603"
"BE","C-2022-05-22","2022-05-22","2023-03-04","41 wk","inc infection","2","184942"
"BE","C-2022-05-22","2022-05-22","2023-03-11","42 wk","inc infection","2","184458"
"BE","C-2022-05-22","2022-05-22","2023-03-18","43 wk","inc infection","2","182257"
"BE","C-2022-05-22","2022-05-22","2023-03-25","44 wk","inc infection","2","178718"
"BE","C-2022-05-22","2022-05-22","2023-04-01","45 wk","inc infection","2","174010"
"BE","C-2022-05-22","2022-05-22","2023-04-08","46 wk","inc infection","2","168829"
"BE","C-2022-05-22","2022-05-22","2023-04-15","47 wk","inc infection","2","164418"
"BE","C-2022-05-22","2022-05-22","2023-04-22","48 wk","inc infection","2","161137"
"BE","C-2022-05-22","2022-05-22","2023-04-29","49 wk","inc infection","2","158806"
"BE","C-2022-05-22","2022-05-22","2023-05-06","50 wk","inc infection","2","157454"
"BE","C-2022-05-22","2022-05-22","2023-05-13","51 wk","inc infection","2","156010"
"BE","C-2022-05-22","2022-05-22","2023-05-20","52 wk","inc infection","2","155429"
"BE","C-2022-05-22","2022-05-22","2022-05-28","1 wk","inc infection","3","134906"
"BE","C-2022-05-22","2022-05-22","2022-06-04","2 wk","inc infection","3","141443"
"BE","C-2022-05-22","2022-05-22","2022-06-11","3 wk","inc infection","3","150348"
"BE","C-2022-05-22","2022-05-22","2022-06-18","4 wk","inc infection","3","161744"
"BE","C-2022-05-22","2022-05-22","2022-06-25","5 wk","inc infection","3","176169"
"BE","C-2022-05-22","2022-05-22","2022-07-02","6 wk","inc infection","3","191722"
"BE","C-2022-05-22","2022-05-22","2022-07-09","7 wk","inc infection","3","213799"
"BE","C-2022-05-22","2022-05-22","2022-07-16","8 wk","inc infection","3","243386"
"BE","C-2022-05-22","2022-05-22","2022-07-23","9 wk","inc infection","3","269398"
"BE","C-2022-05-22","2022-05-22","2022-07-30","10 wk","inc infection","3","288194"
"BE","C-2022-05-22","2022-05-22","2022-08-06","11 wk","inc infection","3","299699"
"BE","C-2022-05-22","2022-05-22","2022-08-13","12 wk","inc infection","3","300546"
"BE","C-2022-05-22","2022-05-22","2022-08-20","13 wk","inc infection","3","292366"
"BE","C-2022-05-22","2022-05-22","2022-08-27","14 wk","inc infection","3","276333"
"BE","C-2022-05-22","2022-05-22","2022-09-03","15 wk","inc infection","3","256192"
"BE","C-2022-05-22","2022-05-22","2022-09-10","16 wk","inc infection","3","231719"
"BE","C-2022-05-22","2022-05-22","2022-09-17","17 wk","inc infection","3","210278"
"BE","C-2022-05-22","2022-05-22","2022-09-24","18 wk","inc infection","3","193150"
"BE","C-2022-05-22","2022-05-22","2022-10-01","19 wk","inc infection","3","179148"
"BE","C-2022-05-22","2022-05-22","2022-10-08","20 wk","inc infection","3","166479"
"BE","C-2022-05-22","2022-05-22","2022-10-15","21 wk","inc infection","3","158475"
"BE","C-2022-05-22","2022-05-22","2022-10-22","22 wk","inc infection","3","154722"
"BE","C-2022-05-22","2022-05-22","2022-10-29","23 wk","inc infection","3","151055"
"BE","C-2022-05-22","2022-05-22","2022-11-05","24 wk","inc infection","3","151795"
"BE","C-2022-05-22","2022-05-22","2022-11-12","25 wk","inc infection","3","154580"
"BE","C-2022-05-22","2022-05-22","2022-11-19","26 wk","inc infection","3","158127"
"BE","C-2022-05-22","2022-05-22","2022-11-26","27 wk","inc infection","3","162225"
"BE","C-2022-05-22","2022-05-22","2022-12-03","28 wk","inc infection","3","168409"
"BE","C-2022-05-22","2022-05-22","2022-12-10","29 wk","inc infection","3","174815"
"BE","C-2022-05-22","2022-05-22","2022-12-17","30 wk","inc infection","3","180550"
"BE","C-2022-05-22","2022-05-22","2022-12-24","31 wk","inc infection","3","186987"
"BE","C-2022-05-22","2022-05-22","2022-12-31","32 wk","inc infection","3","192476"
"BE","C-2022-05-22","2022-05-22","2023-01-07","33 wk","inc infection","3","196722"
"BE","C-2022-05-22","2022-05-22","2023-01-14","34 wk","inc infection","3","199374"
"BE","C-2022-05-22","2022-05-22","2023-01-21","35 wk","inc infection","3","202179"
"BE","C-2022-05-22","2022-05-22","2023-01-28","36 wk","inc infection","3","204771"
"BE","C-2022-05-22","2022-05-22","2023-02-04","37 wk","inc infection","3","204886"
"BE","C-2022-05-22","2022-05-22","2023-02-11","38 wk","inc infection","3","204724"
"BE","C-2022-05-22","2022-05-22","2023-02-18","39 wk","inc infection","3","203449"
"BE","C-2022-05-22","2022-05-22","2023-02-25","40 wk","inc infection","3","201295"
"BE","C-2022-05-22","2022-05-22","2023-03-04","41 wk","inc infection","3","198728"
"BE","C-2022-05-22","2022-05-22","2023-03-11","42 wk","inc infection","3","196549"
"BE","C-2022-05-22","2022-05-22","2023-03-18","43 wk","inc infection","3","193660"
"BE","C-2022-05-22","2022-05-22","2023-03-25","44 wk","inc infection","3","192532"
"BE","C-2022-05-22","2022-05-22","2023-04-01","45 wk","inc infection","3","190738"
"BE","C-2022-05-22","2022-05-22","2023-04-08","46 wk","inc infection","3","189915"
"BE","C-2022-05-22","2022-05-22","2023-04-15","47 wk","inc infection","3","188249"
"BE","C-2022-05-22","2022-05-22","2023-04-22","48 wk","inc infection","3","186196"
"BE","C-2022-05-22","2022-05-22","2023-04-29","49 wk","inc infection","3","184977"
"BE","C-2022-05-22","2022-05-22","2023-05-06","50 wk","inc infection","3","185820"
"BE","C-2022-05-22","2022-05-22","2023-05-13","51 wk","inc infection","3","185666"
"BE","C-2022-05-22","2022-05-22","2023-05-20","52 wk","inc infection","3","184939"
"BE","D-2022-05-22","2022-05-22","2022-05-28","1 wk","inc infection","1","111634"
"BE","D-2022-05-22","2022-05-22","2022-06-04","2 wk","inc infection","1","111208"
"BE","D-2022-05-22","2022-05-22","2022-06-11","3 wk","inc infection","1","114061"
"BE","D-2022-05-22","2022-05-22","2022-06-18","4 wk","inc infection","1","119241"
"BE","D-2022-05-22","2022-05-22","2022-06-25","5 wk","inc infection","1","127334"
"BE","D-2022-05-22","2022-05-22","2022-07-02","6 wk","inc infection","1","135028"
"BE","D-2022-05-22","2022-05-22","2022-07-09","7 wk","inc infection","1","126108"
"BE","D-2022-05-22","2022-05-22","2022-07-16","8 wk","inc infection","1","116609"
"BE","D-2022-05-22","2022-05-22","2022-07-23","9 wk","inc infection","1","112192"
"BE","D-2022-05-22","2022-05-22","2022-07-30","10 wk","inc infection","1","108826"
"BE","D-2022-05-22","2022-05-22","2022-08-06","11 wk","inc infection","1","107369"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc infection","1","106241"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc infection","1","107275"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc infection","1","108297"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc infection","1","112380"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc infection","1","137096"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc infection","1","168335"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc infection","1","198085"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc infection","1","222413"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc infection","1","237697"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc infection","1","240372"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc infection","1","231789"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc infection","1","215563"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc infection","1","196467"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc infection","1","177764"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc infection","1","161874"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc infection","1","147735"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc infection","1","137056"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc infection","1","128859"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc infection","1","124737"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc infection","1","122493"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc infection","1","123307"
"BE","D-2022-05-22","2022-05-22","2023-01-07","33 wk","inc infection","1","124831"
"BE","D-2022-05-22","2022-05-22","2023-01-14","34 wk","inc infection","1","128397"
"BE","D-2022-05-22","2022-05-22","2023-01-21","35 wk","inc infection","1","134575"
"BE","D-2022-05-22","2022-05-22","2023-01-28","36 wk","inc infection","1","139146"
"BE","D-2022-05-22","2022-05-22","2023-02-04","37 wk","inc infection","1","145153"
"BE","D-2022-05-22","2022-05-22","2023-02-11","38 wk","inc infection","1","152215"
"BE","D-2022-05-22","2022-05-22","2023-02-18","39 wk","inc infection","1","158382"
"BE","D-2022-05-22","2022-05-22","2023-02-25","40 wk","inc infection","1","162717"
"BE","D-2022-05-22","2022-05-22","2023-03-04","41 wk","inc infection","1","166000"
"BE","D-2022-05-22","2022-05-22","2023-03-11","42 wk","inc infection","1","167825"
"BE","D-2022-05-22","2022-05-22","2023-03-18","43 wk","inc infection","1","169056"
"BE","D-2022-05-22","2022-05-22","2023-03-25","44 wk","inc infection","1","168066"
"BE","D-2022-05-22","2022-05-22","2023-04-01","45 wk","inc infection","1","165908"
"BE","D-2022-05-22","2022-05-22","2023-04-08","46 wk","inc infection","1","164092"
"BE","D-2022-05-22","2022-05-22","2023-04-15","47 wk","inc infection","1","161082"
"BE","D-2022-05-22","2022-05-22","2023-04-22","48 wk","inc infection","1","159596"
"BE","D-2022-05-22","2022-05-22","2023-04-29","49 wk","inc infection","1","156418"
"BE","D-2022-05-22","2022-05-22","2023-05-06","50 wk","inc infection","1","153738"
"BE","D-2022-05-22","2022-05-22","2023-05-13","51 wk","inc infection","1","152183"
"BE","D-2022-05-22","2022-05-22","2023-05-20","52 wk","inc infection","1","150721"
"BE","D-2022-05-22","2022-05-22","2022-05-28","1 wk","inc infection","2","111162"
"BE","D-2022-05-22","2022-05-22","2022-06-04","2 wk","inc infection","2","116542"
"BE","D-2022-05-22","2022-05-22","2022-06-11","3 wk","inc infection","2","126113"
"BE","D-2022-05-22","2022-05-22","2022-06-18","4 wk","inc infection","2","137686"
"BE","D-2022-05-22","2022-05-22","2022-06-25","5 wk","inc infection","2","150569"
"BE","D-2022-05-22","2022-05-22","2022-07-02","6 wk","inc infection","2","163301"
"BE","D-2022-05-22","2022-05-22","2022-07-09","7 wk","inc infection","2","140923"
"BE","D-2022-05-22","2022-05-22","2022-07-16","8 wk","inc infection","2","122258"
"BE","D-2022-05-22","2022-05-22","2022-07-23","9 wk","inc infection","2","111413"
"BE","D-2022-05-22","2022-05-22","2022-07-30","10 wk","inc infection","2","104231"
"BE","D-2022-05-22","2022-05-22","2022-08-06","11 wk","inc infection","2","99255"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc infection","2","95708"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc infection","2","94354"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc infection","2","94813"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc infection","2","97725"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc infection","2","126281"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc infection","2","169900"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc infection","2","218692"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc infection","2","262094"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc infection","2","285770"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc infection","2","286582"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc infection","2","267119"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc infection","2","237418"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc infection","2","207005"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc infection","2","178925"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc infection","2","157315"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc infection","2","139792"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc infection","2","128837"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc infection","2","120602"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc infection","2","117909"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc infection","2","116988"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc infection","2","119340"
"BE","D-2022-05-22","2022-05-22","2023-01-07","33 wk","inc infection","2","124489"
"BE","D-2022-05-22","2022-05-22","2023-01-14","34 wk","inc infection","2","131292"
"BE","D-2022-05-22","2022-05-22","2023-01-21","35 wk","inc infection","2","140600"
"BE","D-2022-05-22","2022-05-22","2023-01-28","36 wk","inc infection","2","150359"
"BE","D-2022-05-22","2022-05-22","2023-02-04","37 wk","inc infection","2","159703"
"BE","D-2022-05-22","2022-05-22","2023-02-11","38 wk","inc infection","2","169329"
"BE","D-2022-05-22","2022-05-22","2023-02-18","39 wk","inc infection","2","176745"
"BE","D-2022-05-22","2022-05-22","2023-02-25","40 wk","inc infection","2","182718"
"BE","D-2022-05-22","2022-05-22","2023-03-04","41 wk","inc infection","2","183634"
"BE","D-2022-05-22","2022-05-22","2023-03-11","42 wk","inc infection","2","183317"
"BE","D-2022-05-22","2022-05-22","2023-03-18","43 wk","inc infection","2","181628"
"BE","D-2022-05-22","2022-05-22","2023-03-25","44 wk","inc infection","2","178088"
"BE","D-2022-05-22","2022-05-22","2023-04-01","45 wk","inc infection","2","173018"
"BE","D-2022-05-22","2022-05-22","2023-04-08","46 wk","inc infection","2","168158"
"BE","D-2022-05-22","2022-05-22","2023-04-15","47 wk","inc infection","2","163814"
"BE","D-2022-05-22","2022-05-22","2023-04-22","48 wk","inc infection","2","160154"
"BE","D-2022-05-22","2022-05-22","2023-04-29","49 wk","inc infection","2","157188"
"BE","D-2022-05-22","2022-05-22","2023-05-06","50 wk","inc infection","2","155601"
"BE","D-2022-05-22","2022-05-22","2023-05-13","51 wk","inc infection","2","154676"
"BE","D-2022-05-22","2022-05-22","2023-05-20","52 wk","inc infection","2","155119"
"BE","D-2022-05-22","2022-05-22","2022-05-28","1 wk","inc infection","3","134906"
"BE","D-2022-05-22","2022-05-22","2022-06-04","2 wk","inc infection","3","141443"
"BE","D-2022-05-22","2022-05-22","2022-06-11","3 wk","inc infection","3","150348"
"BE","D-2022-05-22","2022-05-22","2022-06-18","4 wk","inc infection","3","161744"
"BE","D-2022-05-22","2022-05-22","2022-06-25","5 wk","inc infection","3","176680"
"BE","D-2022-05-22","2022-05-22","2022-07-02","6 wk","inc infection","3","191861"
"BE","D-2022-05-22","2022-05-22","2022-07-09","7 wk","inc infection","3","213187"
"BE","D-2022-05-22","2022-05-22","2022-07-16","8 wk","inc infection","3","241091"
"BE","D-2022-05-22","2022-05-22","2022-07-23","9 wk","inc infection","3","267115"
"BE","D-2022-05-22","2022-05-22","2022-07-30","10 wk","inc infection","3","288538"
"BE","D-2022-05-22","2022-05-22","2022-08-06","11 wk","inc infection","3","299326"
"BE","D-2022-05-22","2022-05-22","2022-08-13","12 wk","inc infection","3","302139"
"BE","D-2022-05-22","2022-05-22","2022-08-20","13 wk","inc infection","3","295181"
"BE","D-2022-05-22","2022-05-22","2022-08-27","14 wk","inc infection","3","280327"
"BE","D-2022-05-22","2022-05-22","2022-09-03","15 wk","inc infection","3","262101"
"BE","D-2022-05-22","2022-05-22","2022-09-10","16 wk","inc infection","3","234783"
"BE","D-2022-05-22","2022-05-22","2022-09-17","17 wk","inc infection","3","213723"
"BE","D-2022-05-22","2022-05-22","2022-09-24","18 wk","inc infection","3","196741"
"BE","D-2022-05-22","2022-05-22","2022-10-01","19 wk","inc infection","3","181821"
"BE","D-2022-05-22","2022-05-22","2022-10-08","20 wk","inc infection","3","169859"
"BE","D-2022-05-22","2022-05-22","2022-10-15","21 wk","inc infection","3","161591"
"BE","D-2022-05-22","2022-05-22","2022-10-22","22 wk","inc infection","3","155579"
"BE","D-2022-05-22","2022-05-22","2022-10-29","23 wk","inc infection","3","151669"
"BE","D-2022-05-22","2022-05-22","2022-11-05","24 wk","inc infection","3","151820"
"BE","D-2022-05-22","2022-05-22","2022-11-12","25 wk","inc infection","3","151645"
"BE","D-2022-05-22","2022-05-22","2022-11-19","26 wk","inc infection","3","155690"
"BE","D-2022-05-22","2022-05-22","2022-11-26","27 wk","inc infection","3","159344"
"BE","D-2022-05-22","2022-05-22","2022-12-03","28 wk","inc infection","3","165431"
"BE","D-2022-05-22","2022-05-22","2022-12-10","29 wk","inc infection","3","170371"
"BE","D-2022-05-22","2022-05-22","2022-12-17","30 wk","inc infection","3","176380"
"BE","D-2022-05-22","2022-05-22","2022-12-24","31 wk","inc infection","3","183188"
"BE","D-2022-05-22","2022-05-22","2022-12-31","32 wk","inc infection","3","188661"
"BE","D-2022-05-22","2022-05-22","2023-01-07","33 wk","inc infection","3","193742"
"BE","D-2022-05-22","2022-05-22","2023-01-14","34 wk","inc infection","3","196632"
"BE","D-2022-05-22","2022-05-22","2023-01-21","35 wk","inc infection","3","201071"
"BE","D-2022-05-22","2022-05-22","2023-01-28","36 wk","inc infection","3","203608"
"BE","D-2022-05-22","2022-05-22","2023-02-04","37 wk","inc infection","3","204278"
"BE","D-2022-05-22","2022-05-22","2023-02-11","38 wk","inc infection","3","204076"
"BE","D-2022-05-22","2022-05-22","2023-02-18","39 wk","inc infection","3","203200"
"BE","D-2022-05-22","2022-05-22","2023-02-25","40 wk","inc infection","3","201581"
"BE","D-2022-05-22","2022-05-22","2023-03-04","41 wk","inc infection","3","198610"
"BE","D-2022-05-22","2022-05-22","2023-03-11","42 wk","inc infection","3","196538"
"BE","D-2022-05-22","2022-05-22","2023-03-18","43 wk","inc infection","3","193837"
"BE","D-2022-05-22","2022-05-22","2023-03-25","44 wk","inc infection","3","189519"
"BE","D-2022-05-22","2022-05-22","2023-04-01","45 wk","inc infection","3","188720"
"BE","D-2022-05-22","2022-05-22","2023-04-08","46 wk","inc infection","3","188006"
"BE","D-2022-05-22","2022-05-22","2023-04-15","47 wk","inc infection","3","186313"
"BE","D-2022-05-22","2022-05-22","2023-04-22","48 wk","inc infection","3","185343"
"BE","D-2022-05-22","2022-05-22","2023-04-29","49 wk","inc infection","3","184086"
"BE","D-2022-05-22","2022-05-22","2023-05-06","50 wk","inc infection","3","183251"
"BE","D-2022-05-22","2022-05-22","2023-05-13","51 wk","inc infection","3","184064"
"BE","D-2022-05-22","2022-05-22","2023-05-20","52 wk","inc infection","3","185668"
"BE","C-2022-05-22","2022-05-22","2022-05-28","1 wk","inc death","1","64"
"BE","C-2022-05-22","2022-05-22","2022-06-04","2 wk","inc death","1","75"
"BE","C-2022-05-22","2022-05-22","2022-06-11","3 wk","inc death","1","60"
"BE","C-2022-05-22","2022-05-22","2022-06-18","4 wk","inc death","1","67"
"BE","C-2022-05-22","2022-05-22","2022-06-25","5 wk","inc death","1","65"
"BE","C-2022-05-22","2022-05-22","2022-07-02","6 wk","inc death","1","59"
"BE","C-2022-05-22","2022-05-22","2022-07-09","7 wk","inc death","1","71"
"BE","C-2022-05-22","2022-05-22","2022-07-16","8 wk","inc death","1","80"
"BE","C-2022-05-22","2022-05-22","2022-07-23","9 wk","inc death","1","86"
"BE","C-2022-05-22","2022-05-22","2022-07-30","10 wk","inc death","1","110"
"BE","C-2022-05-22","2022-05-22","2022-08-06","11 wk","inc death","1","111"
"BE","C-2022-05-22","2022-05-22","2022-08-13","12 wk","inc death","1","103"
